"Pāli1"	"POS"	"Grammar"	"Pāli Root"	"Pattern"	"count"	"found"
"nirupadhi"	"adj"	""	"√dhā 1 (place, support)"	"i adj"	"7"	"{'nirupadhi': 5, 'nirupadhiṃ': 2}"
"niruttipatha"	"masc"	""	""	"a masc"	"7"	"{'niruttipatho': 3, 'niruttipathā': 2, 'niruttipathe': 1, 'niruttipathena': 1}"
"nisevita"	"nt"	""	"√sev 1 (serve, associate)"	"a nt"	"7"	"{'nisevitaṃ': 6, 'nisevite': 1}"
"nisevita"	"pp"	""	"√sev 1 (serve, associate)"	"a pp"	"7"	"{'nisevitaṃ': 6, 'nisevite': 1}"
"niṭṭhaṅgata"	"pp"	""	""	"a pp"	"7"	"{'niṭṭhaṅgato': 7}"
"nittharaṇa"	"nt"	""	"√tar 1 (cross)"	"a nt"	"7"	"{'nittharaṇāya': 4, 'nittharaṇā': 2, 'nittharaṇaṃ': 1}"
"nivāretar"	"masc"	""	"√var 1 (cover, dress, restrain)"	"ar masc"	"7"	"{'nivāretā': 7}"
"nivāsa"	"adj"	""	"√vas 1 (live)"	"a adj"	"7"	"{'nivāsaṃ': 3, 'nivāsena': 2, 'nivāso': 1, 'nivāsehi': 1}"
"nivāsa"	"masc"	""	"√vas 1 (live)"	"a masc"	"7"	"{'nivāsaṃ': 3, 'nivāsena': 2, 'nivāso': 1, 'nivāsehi': 1}"
"nivesayati"	"pr"	""	"√vis 1 (enter)"	"ati pr"	"7"	"{'nivesaye': 6, 'nivesaya': 1}"
"niyyādayati"	"pr"	""	"√yat 8 (arrange, hand over)"	"ati pr"	"7"	"{'niyyādayāmi': 6, 'niyyādayissāmi': 1}"
"ocaraka"	"adj"	""	"√car 1 (act, behave)"	"a adj"	"7"	"{'ocarakā': 5, 'ocarako': 2}"
"ocaraka"	"masc"	""	"√car 1 (act, behave)"	"a masc"	"7"	"{'ocarakā': 5, 'ocarako': 2}"
"ogilituṃ"	"inf"	""	"√gil 1 (eat, swallow)"	""	"7"	"{'ogilituṃ': 7}"
"okiranta"	"prp"	""	"√kir 1 (scatter, sprinkle)"	"anta prp"	"7"	"{'okiranti': 7}"
"okkanti"	"fem"	""	"√kam 1 (go)"	"i fem"	"7"	"{'okkanti': 6, 'okkantiyā': 1}"
"omadditvā"	"abs"	""	"√madd 1 (crush, grind)"	""	"7"	"{'omadditvā': 7}"
"onaddha"	"pp"	""	"√nadh 2 (wrap, twist)"	"a pp"	"7"	"{'onaddhā': 4, 'onaddhaṃ': 3}"
"opāyikatara"	"adj"	""	"√i 1 (come, go)"	"a adj"	"7"	"{'opāyikatarāni': 3, 'opāyikataro': 4}"
"opilāpeti"	"pr"	""	"√plu 1 (float, swim)"	"eti pr"	"7"	"{'opilāpessati': 2, 'opilāpeti': 2, 'opilāpesi': 2, 'opilāpeyyāsi': 1}"
"osaritvā"	"abs"	""	"√sar 1 (go, flow)"	""	"7"	"{'osaritvā': 7}"
"ovādaka"	"adj"	""	"√vad 1 (say, speak)"	"a adj"	"7"	"{'ovādakā': 4, 'ovādako': 3}"
"ovādaka"	"masc"	""	"√vad 1 (say, speak)"	"a masc"	"7"	"{'ovādakā': 4, 'ovādako': 3}"
"ovādapatikara"	"adj"	""	""	"a adj"	"7"	"{'ovādapatikaro': 7}"
"ovadi"	"aor"	""	"√vad 1 (say, speak)"	"i aor"	"7"	"{'ovada': 5, 'ovadaṃ': 1, 'ovadī': 1}"
"ovadīyamāna"	"prp"	""	"√vad 1 (say, speak)"	"māna prp"	"7"	"{'ovadīyamānā': 4, 'ovadīyamāno': 3}"
"pabhinna"	"adj"	""	"√bhid 2 (break, split)"	"a adj"	"7"	"{'pabhinnaṃ': 5, 'pabhinnā': 2}"
"pabhinna"	"pp"	""	"√bhid 2 (break, split)"	"a pp"	"7"	"{'pabhinnaṃ': 5, 'pabhinnā': 2}"
"pācāpenta"	"prp"	""	"√pac 1 (cook)"	"enta prp"	"7"	"{'pācāpento': 7}"
"paccāgata"	"pp"	""	"√gam 1 (go)"	"a pp"	"7"	"{'paccāgato': 6, 'paccāgataṃ': 1}"
"paccaniyyāsi"	"aor"	""	"√yā 1 (go)"	"i aor"	"7"	"{'paccaniyyāsi': 4, 'paccaniyyāsiṃ': 3}"
"paccāropeti"	"pr"	""	"√ruh 1 (ascend, grow)"	"eti pr"	"7"	"{'paccāropeti': 6, 'paccāropeyyaṃ': 1}"
"paccāvamati"	"pr"	""	"√vam 1 (eject, vomit)"	"ati pr"	"7"	"{'paccāvamati': 4, 'paccāvamissāmi': 1, 'paccāvamissasi': 1, 'paccāvamissati': 1}"
"pacchāvacanīya"	"nt"	""	""	"a nt"	"7"	"{'pacchāvacanīyaṃ': 7}"
"pacchimābhimukha"	"adj"	""	""	"a adj"	"7"	"{'pacchimābhimukhā': 5, 'pacchimābhimukho': 2}"
"paccuṭṭhātabba"	"ptp"	""	"√ṭhā 1 (stand)"	"a ptp"	"7"	"{'paccuṭṭhātabbaṃ': 5, 'paccuṭṭhātabbo': 2}"
"padajāta"	"nt"	""	""	"a nt"	"7"	"{'padajātāni': 7}"
"paguṇa"	"adj"	""	""	"a adj"	"7"	"{'paguṇaṃ': 5, 'paguṇo': 1, 'paguṇā': 1}"
"pahātabbāsava"	"masc"	""	""	"a masc"	"7"	"{'pahātabbāsavā': 7}"
"pahīnajātimaraṇa"	"adj"	""	""	"a adj"	"7"	"{'pahīnajātimaraṇo': 5, 'pahīnajātimaraṇaṃ': 2}"
"pahūtabhakkha"	"adj"	""	""	"a adj"	"7"	"{'pahūtabhakkhaṃ': 6, 'pahūtabhakkho': 1}"
"pakkhahata"	"masc"	""	""	"a masc"	"7"	"{'pakkhahato': 7}"
"pakkhālesi"	"aor"	""	"√khal 8 (clean, rinse)"	"esi aor"	"7"	"{'pakkhālesi': 7}"
"pakubbanta"	"prp"	""	"√kar 7 (do, make)"	"anta prp"	"7"	"{'pakubbato': 3, 'pakubbati': 3, 'pakubbanti': 1}"
"pallaṅkasahassāni"	"nt"	""	""	"a nt pl"	"7"	"{'pallaṅkasahassāni': 6, 'pallaṅkasahassānaṃ': 1}"
"pamocana"	"nt"	""	"√muc 2 (release, free)"	"a nt"	"7"	"{'pamocanaṃ': 6, 'pamocanāya': 1}"
"pamodati"	"pr"	""	"√mud 1 (be soft, happy)"	"ati pr"	"7"	"{'pamodati': 5, 'pamodanti': 1, 'pamodissasi': 1}"
"pānabhojana"	"nt"	""	""	"a nt"	"7"	"{'pānabhojanaṃ': 6, 'pānabhojane': 1}"
"pāṇakajāta"	"masc"	""	""	"a masc"	"7"	"{'pāṇakajātehi': 5, 'pāṇakajātā': 2}"
"paṇāmita"	"pp"	""	"√nam 1 (bend)"	"a pp"	"7"	"{'paṇāmito': 4, 'paṇāmitā': 1, 'paṇāmite': 2}"
"pañcakanipāta"	"masc"	""	""	"a masc"	"7"	"{'pañcakanipāto': 6, 'pañcakanipātaṃ': 1}"
"pañjali"	"adj"	""	"√añj 1 (pay respect)"	"i adj"	"7"	"{'pañjalī': 4, 'pañjaliṃ': 2, 'pañjali': 1}"
"paññāpesi"	"aor"	""	"√ñā 5 (know)"	"esi aor"	"7"	"{'paññāpesi': 5, 'paññāpesuṃ': 2}"
"paññāpiyamāna"	"prp"	""	"√ñā 5 (know)"	"māna prp"	"7"	"{'paññāpiyamāne': 7}"
"paññāvuddhika"	"adj"	""	""	"a adj"	"7"	"{'paññāvuddhiko': 5, 'paññāvuddhikā': 2}"
"pāpakārī"	"adj"	""	""	"ī adj"	"7"	"{'pāpakārī': 5, 'pāpakāri': 1, 'pāpakārissa': 1}"
"pāpakārī"	"masc"	""	""	"ī masc"	"7"	"{'pāpakārī': 5, 'pāpakāri': 1, 'pāpakārissa': 1}"
"papatā"	"fem"	""	"√pat 1 (fall)"	"ā fem"	"7"	"{'papatāya': 4, 'papatā': 1, 'papatato': 1, 'papataṃ': 1}"
"papatita"	"pp"	""	"√pat 1 (fall)"	"a pp"	"7"	"{'papatite': 4, 'papatitena': 1, 'papatitā': 1, 'papatitaṃ': 1}"
"parajana"	"masc"	""	""	"a masc"	"7"	"{'parajanā': 3, 'parajano': 3, 'parajanassa': 1}"
"pāricariyānuttariya"	"nt"	""	""	"a nt"	"7"	"{'pāricariyānuttariyaṃ': 7}"
"pariccaja"	"adj"	""	"√caj 1 (give up, let go)"	"a adj"	"7"	"{'pariccaje': 4, 'pariccajā': 3}"
"pariññattha"	"adj"	""	""	"a adj"	"7"	"{'pariññatthaṃ': 6, 'pariññatthā': 1}"
"paripatitvā"	"abs"	""	"√pat 1 (fall)"	""	"7"	"{'paripatitvā': 7}"
"pariveṇa"	"nt"	""	""	"a nt"	"7"	"{'pariveṇaṃ': 6, 'pariveṇena': 1}"
"pariyantakata"	"adj"	""	""	"a adj east"	"7"	"{'pariyantakate': 4, 'pariyantakataṃ': 2, 'pariyantakatassa': 1}"
"pariyuṭṭha"	"adj"	""	"√ṭhā 1 (stand)"	"a adj"	"7"	"{'pariyuṭṭhāya': 5, 'pariyuṭṭhānaṃ': 2}"
"parodi"	"aor"	""	"√rud 1 (cry)"	"i aor"	"7"	"{'parodi': 7}"
"paropara"	"adj"	""	""	"a adj"	"7"	"{'paroparāni': 3, 'paroparā': 2, 'paropare': 1, 'paroparaṃ': 1}"
"parūḷhakacchanakhaloma"	"adj"	""	""	"a adj"	"7"	"{'parūḷhakacchanakhalomā': 4, 'parūḷhakacchanakhalome': 1, 'parūḷhakacchanakhalomo': 1, 'parūḷhakacchanakhalomaṃ': 1}"
"pārupanta"	"prp"	""	"√var 1 (cover, dress, restrain)"	"anta prp"	"7"	"{'pārupati': 5, 'pārupanti': 2}"
"pasada"	"masc"	""	""	"a masc"	"7"	"{'pasadā': 3, 'pasadaṃ': 2, 'pasado': 1, 'pasada': 1}"
"pasādesi"	"aor"	""	"√sad 1 (sink, sit, settle)"	"esi aor"	"7"	"{'pasādesuṃ': 6, 'pasādesi': 1}"
"pāsādikatara"	"adj"	""	"√sad 1 (sink, sit, settle)"	"a adj"	"7"	"{'pāsādikataro': 5, 'pāsādikatarā': 1, 'pāsādikatarāni': 1}"
"pasākha"	"nt"	""	""	"a nt"	"7"	"{'pasākhe': 5, 'pasākhaṃ': 1, 'pasākhā': 1}"
"pasākhā"	"fem"	""	""	"ā fem"	"7"	"{'pasākhe': 5, 'pasākhaṃ': 1, 'pasākhā': 1}"
"pāsati"	"pr"	""	"√as 3 (throw, hurl)"	"ati pr"	"7"	"{'pāse': 5, 'pāsa': 2}"
"pasīdi"	"aor"	""	"√sad 1 (sink, sit, settle)"	"i aor"	"7"	"{'pasīdi': 4, 'pasīdiṃ': 2, 'pasīdimha': 1}"
"patāpavant"	"adj"	""	"√tap 1 (burn, radiate heat)"	"ant adj"	"7"	"{'patāpavā': 5, 'patāpavaṃ': 2}"
"pātetvā"	"abs"	""	"√pat 1 (fall)"	""	"7"	"{'pātetvā': 7}"
"paṭhamābhinibbatta"	"adj"	""	""	"a adj"	"7"	"{'paṭhamābhinibbattā': 7}"
"pathāvī"	"masc"	""	"√path 1 (go, move)"	"ī masc"	"7"	"{'pathāvino': 7}"
"paṭibhānavant"	"adj"	""	"√bhaṇ 1 (talk, speak)"	"ant adj"	"7"	"{'paṭibhānavā': 5, 'paṭibhānavantānaṃ': 1, 'paṭibhānavantaṃ': 1}"
"paṭigaṇhati"	"pr"	""	"√gah 6 (grasp)"	"ati pr"	"7"	"{'paṭigaṇhati': 2, 'paṭigaṇhanti': 2, 'paṭigaṇha': 1, 'paṭigaṇhāma': 1, 'paṭigaṇhāhi': 1}"
"paṭigaṇhāti"	"pr"	""	"√gah 6 (grasp)"	"āti pr"	"7"	"{'paṭigaṇhanti': 2, 'paṭigaṇhātu': 2, 'paṭigaṇhāti': 1, 'paṭigaṇhāma': 1, 'paṭigaṇhāhi': 1}"
"paṭihaññati"	"pr"	""	"√han 1 (strike, kill)"	"ati pr"	"7"	"{'paṭihaññati': 6, 'paṭihaññāmi': 1}"
"paṭijāgaroti"	"pr"	""	"√jāgar 7 (be awake, watchful)"	"oti pr"	"7"	"{'paṭijāgaronti': 7}"
"paṭimanteti"	"pr"	""	"√mant 8 (counsel, invite)"	"eti pr"	"7"	"{'paṭimantetu': 6, 'paṭimanteti': 1}"
"paṭisallīyati"	"pr"	""	"√lī 3 (stick, hide)"	"ati pr"	"7"	"{'paṭisallīyati': 6, 'paṭisallīyeyyaṃ': 1}"
"paṭisaṃharati"	"pr"	""	"√har 1 (carry)"	"ati pr"	"7"	"{'paṭisaṃharati': 3, 'paṭisaṃhareyyāsi': 3, 'paṭisaṃhara': 1}"
"paṭisaṃvedī"	"adj"	""	"√vid 8 (know, sense, feel)"	"ī adj"	"7"	"{'paṭisaṃvedī': 6, 'paṭisaṃvedi': 1}"
"paṭissuṇāti"	"pr"	""	"√su 4 (hear)"	"āti pr"	"7"	"{'paṭissuṇāti': 5, 'paṭissuṇātha': 1, 'paṭissuṇāma': 1}"
"patiṭṭhāsi"	"aor"	""	"√ṭhā 1 (stand)"	"āsi aor"	"7"	"{'patiṭṭhāsi': 7}"
"paṭivāpeti"	"pr"	""	"√vā 1 (blow, emit odour)"	"eti pr"	"7"	"{'paṭivāpeti': 7}"
"paṭivāpetvā"	"abs"	""	"√vā 1 (blow, emit odour)"	""	"7"	"{'paṭivāpetvā': 7}"
"paṭivigacchati"	"pr"	""	"√gam 1 (go)"	"ati pr"	"7"	"{'paṭivigacchati': 5, 'paṭivigacchanti': 2}"
"patodalaṭṭhi"	"fem"	""	""	"i fem"	"7"	"{'patodalaṭṭhiṃ': 3, 'patodalaṭṭhīhi': 2, 'patodalaṭṭhi': 2}"
"pattakāya"	"masc"	""	""	"a masc"	"7"	"{'pattakāyānaṃ': 4, 'pattakāyena': 3}"
"pattapariyāpannamatta"	"nt"	""	""	"a nt"	"7"	"{'pattapariyāpannamattaṃ': 7}"
"pavāti"	"pr"	""	"√vā 1 (blow, emit odour)"	"āti pr"	"7"	"{'pavanti': 2, 'pavāti': 2, 'pavissaṃ': 1, 'pavissāma': 1, 'pavantu': 1}"
"pavedhamāna"	"prp"	""	"√vedh 1 (fear, shake)"	"māna prp"	"7"	"{'pavedhamānaṃ': 6, 'pavedhamāno': 1}"
"pavesetar"	"masc"	""	"√vis 1 (enter)"	"ar masc"	"7"	"{'pavesetā': 7}"
"pavesetvā"	"abs"	""	"√vis 1 (enter)"	""	"7"	"{'pavesetvā': 7}"
"phaḷubīja"	"nt"	""	""	"a nt"	"7"	"{'phaḷubījaṃ': 7}"
"pheṇuddehaka"	"adj"	""	""	"a adj"	"7"	"{'pheṇuddehakaṃ': 7}"
"pheṇuddehakaṃ"	"ind"	""	""	""	"7"	"{'pheṇuddehakaṃ': 7}"
"pidhīyati"	"pr"	""	"√dhā 1 (place, support)"	"ati pr"	"7"	"{'pidhīyati': 5, 'pidhīyare': 2}"
"pīṇana"	"nt"	""	"√pīṇ 1 (please, satisfy)"	"a nt"	"7"	"{'pīṇanā': 7}"
"piṅgala"	"nt"	""	""	"a nt"	"7"	"{'piṅgalā': 4, 'piṅgalena': 1, 'piṅgala': 1, 'piṅgalaṃ': 1}"
"piññāka"	"nt"	""	""	"a nt"	"7"	"{'piññākena': 6, 'piññākaṃ': 1}"
"pūjayanta"	"prp"	""	"√pūj 8 (honour, venerate)"	"anta prp"	"7"	"{'pūjayanti': 4, 'pūjayato': 2, 'pūjaya': 1}"
"punaṃ"	"ind"	""	""	""	"7"	"{'punaṃ': 7}"
"puñjakita"	"adj"	""	""	"a adj"	"7"	"{'puñjakitāni': 5, 'puñjakitaṃ': 2}"
"pupphavagga"	"masc"	""	""	"a masc"	"7"	"{'pupphavaggo': 4, 'pupphavaggena': 1, 'pupphavagge': 1, 'pupphavaggamhi': 1}"
"purāṇasanthata"	"nt"	""	""	"a nt"	"7"	"{'purāṇasanthatassa': 6, 'purāṇasanthataṃ': 1}"
"purevacanīya"	"nt"	""	""	"a nt"	"7"	"{'purevacanīyaṃ': 7}"
"purisakicca"	"nt"	""	""	"a nt"	"7"	"{'purisakiccāni': 4, 'purisakiccaṃ': 3}"
"pūrita"	"pp"	""	"√pūr 1 (fill, fulfil)"	"a pp"	"7"	"{'pūrito': 5, 'pūritaṃ': 2}"
"puṭa"	"masc"	""	"√puṭ 1 (wrap, envelop)"	"a masc"	"7"	"{'puṭaṃ': 6, 'puṭo': 1}"
"pūtimaccha"	"masc"	""	""	"a masc"	"7"	"{'pūtimacche': 4, 'pūtimacchaṃ': 3}"
"rāgaratta"	"adj"	""	""	"a adj"	"7"	"{'rāgarattā': 6, 'rāgaratto': 1}"
"rajakaputta"	"masc"	""	""	"a masc"	"7"	"{'rajakaputto': 4, 'rajakaputtaṃ': 3}"
"rājapurisa"	"masc"	""	""	"a masc"	"7"	"{'rājapurisā': 3, 'rājapurisānaṃ': 3, 'rājapurise': 1}"
"ramamāna"	"prp"	""	"√ram 1 (delight, please)"	"māna prp"	"7"	"{'ramamāno': 3, 'ramamānaṃ': 2, 'ramamānesu': 1, 'ramamāne': 1}"
"rava"	"masc"	""	"√ru 1 (cry, howl)"	"a masc"	"7"	"{'ravā': 3, 'ravāya': 2, 'rava': 1, 'ravo': 1}"
"rosaka"	"adj"	""	"√rus 1 (be angry)"	"a adj"	"7"	"{'rosako': 7}"
"rukkhaphalūpama"	"adj"	""	""	"a adj"	"7"	"{'rukkhaphalūpamā': 7}"
"rūpārāma"	"adj"	""	""	"a adj"	"7"	"{'rūpārāmā': 2, 'rūpārāmo': 2, 'rūpārāmassa': 2, 'rūpārāmaṃ': 1}"
"rūparata"	"adj"	""	""	"a adj"	"7"	"{'rūparatā': 2, 'rūparato': 2, 'rūparatassa': 2, 'rūparataṃ': 1}"
"rūpasammudita"	"adj"	""	""	"a adj"	"7"	"{'rūpasammuditā': 2, 'rūpasammudito': 2, 'rūpasammuditassa': 2, 'rūpasammuditaṃ': 1}"
"rūpiyasaṃvohāra"	"masc"	""	""	"a masc"	"7"	"{'rūpiyasaṃvohāraṃ': 7}"
"sabala"	"adj"	""	""	"a adj"	"7"	"{'sabalā': 5, 'sabalo': 2}"
"sabbabhūtānukampī"	"adj"	""	""	"ī adj"	"7"	"{'sabbabhūtānukampino': 4, 'sabbabhūtānukampī': 3}"
"sabbajī"	"masc"	""	""	"ī masc"	"7"	"{'sabbajī': 6, 'sabbaji': 1}"
"sabbakāla"	"masc"	""	""	"a masc"	"7"	"{'sabbakālaṃ': 6, 'sabbakāle': 1}"
"sabbakicca"	"nt"	""	""	"a nt"	"7"	"{'sabbakiccesu': 6, 'sabbakiccāni': 1}"
"sabbanihīna"	"adj"	""	""	"a adj"	"7"	"{'sabbanihīno': 5, 'sabbanihīnaṃ': 2}"
"sabbapāṇabhūtā"	"masc"	""	""	"a masc pl"	"7"	"{'sabbapāṇabhūtesu': 7}"
"sabbayogavisaṃyutta"	"adj"	""	""	"a adj"	"7"	"{'sabbayogavisaṃyuttā': 4, 'sabbayogavisaṃyuttaṃ': 3}"
"sabbupādānapariññāvāda"	"adj"	""	""	"a adj"	"7"	"{'sabbupādānapariññāvādā': 6, 'sabbupādānapariññāvādo': 1}"
"sabyāpajjha"	"adj"	""	"√bādh 1 (press, oppress)"	"a adj"	"7"	"{'sabyāpajjhaṃ': 4, 'sabyāpajjhāya': 2, 'sabyāpajjho': 1}"
"sacchi"	"adj"	""	"√akkh 1 (see)"	"i adj"	"7"	"{'sacchi': 7}"
"sacetana"	"adj"	""	"√cit 8 (think, intend)"	"a adj"	"7"	"{'sacetano': 5, 'sacetanassa': 1, 'sacetanaṃ': 1}"
"saddahāna"	"prp"	""	"√dhā 1 (place, support)"	"āna prp"	"7"	"{'saddahāno': 6, 'saddahānā': 1}"
"saddanīti"	"fem"	""	""	"i fem"	"7"	"{'saddanīti': 7}"
"sādhāraṇa"	"adj"	""	"√dhar 1 (hold, carry, endure)"	"a adj"	"7"	"{'sādhāraṇā': 5, 'sādhāraṇaṃ': 1, 'sādhāraṇe': 1}"
"sādhāraṇabhogī"	"adj"	""	""	"ī adj"	"7"	"{'sādhāraṇabhogī': 7}"
"sādhikaporisa"	"adj"	""	""	"a adj"	"7"	"{'sādhikaporisā': 4, 'sādhikaporiso': 2, 'sādhikaporisaṃ': 1}"
"sahabyūpaga"	"adj"	""	""	"a adj"	"7"	"{'sahabyūpagā': 5, 'sahabyūpago': 2}"
"sahadhammā"	"masc"	""	""	"a masc pl"	"7"	"{'sahadhammehi': 5, 'sahadhamma': 1, 'sahadhammā': 1}"
"sahāyatā"	"fem"	""	""	"ā fem"	"7"	"{'sahāyatā': 7}"
"sajjha"	"nt"	""	"√sādh 3 (accomplish)"	"a nt"	"7"	"{'sajjha': 4, 'sajjhaṃ': 3}"
"sakala"	"adj"	""	"√kal 1 (calculate, add)"	"a adj"	"7"	"{'sakalena': 2, 'sakalo': 2, 'sakalaṃ': 2, 'sakalāni': 1}"
"sakasaññī"	"adj"	""	""	"ī adj"	"7"	"{'sakasaññī': 7}"
"sakuṇagghi"	"masc"	""	""	"i masc"	"7"	"{'sakuṇagghi': 6, 'sakuṇagghiṃ': 1}"
"sakuṇagghī"	"masc"	""	""	"ī masc"	"7"	"{'sakuṇagghi': 6, 'sakuṇagghiṃ': 1}"
"sālalaṭṭhi"	"fem"	""	""	"i fem"	"7"	"{'sālalaṭṭhi': 3, 'sālalaṭṭhiyo': 2, 'sālalaṭṭhiṃ': 2}"
"samādānahetu"	"ind"	""	""	""	"7"	"{'samādānahetu': 7}"
"samādāpeti"	"pr"	""	"√ādā 3 (take, seize)"	"eti pr"	"7"	"{'samādāpeti': 6, 'samādāpesi': 1}"
"samadhigayha"	"ger"	""	"√gah 6 (grasp)"	""	"7"	"{'samadhigayha': 7}"
"samādiyamāna"	"prp"	""	"√ādā 3 (take, seize)"	"māna prp"	"7"	"{'samādiyamāne': 7}"
"samanantara"	"adj"	""	""	"a adj"	"7"	"{'samanantarā': 6, 'samanantaraṃ': 1}"
"samanantara"	"nt"	""	""	"a nt"	"7"	"{'samanantarā': 6, 'samanantaraṃ': 1}"
"samaṇasāmīcippaṭipadā"	"fem"	""	""	"ā fem"	"7"	"{'samaṇasāmīcippaṭipadaṃ': 6, 'samaṇasāmīcippaṭipadā': 1}"
"samaṅgī"	"adj"	""	"√añj 8 (distinguish)"	"ī adj"	"7"	"{'samaṅgī': 2, 'samaṅginī': 2, 'samaṅgiṃ': 2, 'samaṅgi': 1}"
"samantapāsādika"	"adj"	""	""	"a adj"	"7"	"{'samantapāsādiko': 5, 'samantapāsādikānaṃ': 1, 'samantapāsādikaṃ': 1}"
"samanupassanā"	"fem"	""	"√dis 1 (see)"	"ā fem"	"7"	"{'samanupassanā': 7}"
"samativijjhati"	"pr"	""	"√vidh 3 (throw, pierce)"	"ati pr"	"7"	"{'samativijjhati': 7}"
"sambodhipakkhika"	"adj"	""	""	"a adj"	"7"	"{'sambodhipakkhikānaṃ': 7}"
"sambodhiyaṅga"	"masc"	""	""	"a masc"	"7"	"{'sambodhiyaṅgesu': 7}"
"sambojjhaṅga"	"masc"	""	""	"a masc"	"7"	"{'sambojjhaṅge': 4, 'sambojjhaṅgā': 2, 'sambojjhaṅgesu': 1}"
"samekkhamāna"	"prp"	""	"√ikkh 1 (see, mark)"	"māna prp"	"7"	"{'samekkhamānā': 5, 'samekkhamāno': 2}"
"sammasi"	"aor"	""	"√mas 1 (touch, rub)"	"i aor"	"7"	"{'sammasaṃ': 5, 'sammasi': 2}"
"sampasādeti"	"pr"	""	"√sad 1 (sink, sit, settle)"	"eti pr"	"7"	"{'sampasāde': 7}"
"samudācari"	"aor"	""	"√car 1 (act, behave)"	"i aor"	"7"	"{'samudācarittha': 3, 'samudācara': 4}"
"samuddati"	"pr"	""	"√ud 2 (be wet)"	"ati pr"	"7"	"{'samudde': 7}"
"saṃyuta"	"pp"	""	"√yu 1 (unite, fasten)"	"a pp"	"7"	"{'saṃyutaṃ': 5, 'saṃyuto': 1, 'saṃyutā': 1}"
"sandhīyati"	"pr"	""	"√dhā 1 (place, support)"	"ati pr"	"7"	"{'sandhīyate': 3, 'sandhīyassu': 1, 'sandhīyare': 1, 'sandhīyanti': 1, 'sandhīyati': 1}"
"sandhūpāyati"	"pr"	""	"√dhūp 1 (smoke)"	"ati pr"	"7"	"{'sandhūpāyati': 6, 'sandhūpāyanti': 1}"
"saṅgahitaparijana"	"adj"	""	""	"a adj"	"7"	"{'saṅgahitaparijano': 6, 'saṅgahitaparijanā': 1}"
"saṅgāmavijaya"	"masc"	""	""	"a masc"	"7"	"{'saṅgāmavijayo': 4, 'saṅgāmavijayasmiṃ': 2, 'saṅgāmavijayena': 1}"
"saṅghāṭika"	"masc"	""	"√ghaṭ 1 (join together)"	"a masc"	"7"	"{'saṅghāṭikassa': 4, 'saṅghāṭikaṃ': 2, 'saṅghāṭiko': 1}"
"saṅkami"	"aor"	""	"√kam 1 (go)"	"i aor"	"7"	"{'saṅkamo': 3, 'saṅkamaṃ': 2, 'saṅkama': 1, 'saṅkamī': 1}"
"saṅkasāyati"	"pr"	""	""	"ati pr"	"7"	"{'saṅkasāyati': 4, 'saṅkasāyanti': 2, 'saṅkasāyasi': 1}"
"saṅkhāradhātu"	"fem"	"comp"	""	"u fem"	"7"	"{'saṅkhāradhātuyā': 6, 'saṅkhāradhātu': 1}"
"saṅkupita"	"pp"	""	"√kup 3 (shake, be angry)"	"a pp"	"7"	"{'saṅkupitaṃ': 7}"
"saññādhātu"	"fem"	"comp"	""	"u fem"	"7"	"{'saññādhātuyā': 6, 'saññādhātu': 1}"
"saññākkhandha"	"masc"	""	""	"a masc"	"7"	"{'saññākkhandhassa': 4, 'saññākkhandho': 2, 'saññākkhandhe': 1}"
"saññāmaya"	"adj"	""	""	"a adj"	"7"	"{'saññāmayo': 3, 'saññāmayā': 3, 'saññāmayaṃ': 1}"
"saññāsutta"	"nt"	""	""	"a nt"	"7"	"{'saññāsuttaṃ': 7}"
"santarabāhiraṃ"	"ind"	""	""	""	"7"	"{'santarabāhiraṃ': 7}"
"saṇṭhahanta"	"prp"	""	"√ṭhā 1 (stand)"	"anta prp"	"7"	"{'saṇṭhahanti': 4, 'saṇṭhahantī': 3}"
"saṇṭhāpesi"	"aor"	""	"√ṭhā 1 (stand)"	"esi aor"	"7"	"{'saṇṭhāpesi': 5, 'saṇṭhāpesuṃ': 2}"
"santharati"	"pr"	""	"√thar 1 (spread, expand)"	"ati pr"	"7"	"{'santharati': 3, 'santhara': 2, 'santharantu': 1, 'santhare': 1}"
"santikā"	"ind"	""	""	""	"7"	"{'santikā': 7}"
"santusitatta"	"nt"	""	"√tus 3 (be content, pleased)"	"a nt"	"7"	"{'santusitattā': 7}"
"sappurisabhūmi"	"fem"	""	""	"i fem"	"7"	"{'sappurisabhūmiṃ': 6, 'sappurisabhūmi': 1}"
"saputtadāra"	"adj"	""	""	"a adj"	"7"	"{'saputtadāro': 7}"
"sārāṇīya"	"adj"	""	"√raj 3 (desire)"	"a adj"	"7"	"{'sārāṇīyaṃ': 6, 'sārāṇīyā': 1}"
"saritvā"	"abs"	""	"√sar 1 (remember)"	""	"7"	"{'saritvā': 7}"
"sasaṅkhāra"	"adj"	""	"√kar 7 (do, make)"	"a adj"	"7"	"{'sasaṅkhāraṃ': 6, 'sasaṅkhārā': 1}"
"satthika"	"masc"	""	"√ar 1 (move, attain)"	"a masc"	"7"	"{'satthikā': 4, 'satthike': 3}"
"saūmi"	"adj"	""	""	"i adj"	"7"	"{'saūmiṃ': 6, 'saūmi': 1}"
"sāvajjasaṅkhāta"	"adj"	""	""	"a adj"	"7"	"{'sāvajjasaṅkhātā': 7}"
