id	pali_1	Fin	sbs_class_anki	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	sbs_category	sbs_class	count	sbs_audio	move	Feedback
59829	ṭhassati	sp	11	fut		tiṭṭhati			intrans		will stand; will stay; will remain; will last			√ṭhā 1 a (to stand)		√ṭhā + ssa + ti						sthāsyati	√sthā						MN 62	mahārāhulovādasuttaṃ	pathavīsamaṃ, rāhula, bhāvanaṃ bhāvehi. pathavīsamañ'hi te, rāhula, bhāvanaṃ bhāvayato uppannā manāp'āmanāpā phassā cittaṃ na pariyādāya <b>ṭhassanti</b>.				SN 22.56	upādānaparipavattasuttaṃ	atha kho bhagavā parittaṃ gomayapiṇḍaṃ pāṇinā gahetvā taṃ bhikkhuṃ etadavoca. ettako'pi kho, bhikkhu, attabhāvapaṭilābho n'atthi nicco dhuvo sassato avipariṇāmadhammo sassatisamaṃ tath'eva <b>ṭhassati</b>.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca, bhikkhave, ime satta aparihāniyā dhammā bhikkhūsu <b>ṭhassanti</b>, imesu ca sattasu aparihāniyesu dhammesu bhikkhū sandississanti.	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	MN 22	alagaddūpamasuttaṃ	attani ca, bhikkhave, attaniye ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva <b>ṭhassāmī'ti</b>, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?										27n	ṭha	ssati fut	49	5	118	[sound:ṭhassati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ṭhassati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44866	pāṭikaṅkha	sp	11	adj	ptp	paṭikaṅkhati				+dat	to be expected (for); certain (for); can be anticipated; lit. to be wished			√kaṅkh 1 a (to wish for)		pati > pāṭi + √kaṅkh + *ya	a > ā	kicca	*ya			pratyākāṅkṣ	√kāṅkṣ	pāṭikaṅkhitabba					AN 11.15	mettāsuttaṃ	mettāya, bhikkhave, cetovimuttiyā āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādasānisaṃsā <b>pāṭikaṅkhā</b>.				SN 48.50	āpaṇasuttaṃ	saddhassa hi, bhante, ariyasāvakassa evaṃ <b>pāṭikaṅkhaṃ</b> yaṃ āraddhavīriyo viharissati, akusalānaṃ dhammānaṃ pahānāya, kusalānaṃ dhammānaṃ upasampadāya, thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū abhiṇhaṃ sannipātā bhavissanti sannipātabahulā, vuddhi'y'eva <b>pāṭikaṅkhā</b> no parihāni	Aparihāniya-dhammā	Principles of Non-Decline	Teachings													27n	pāṭikaṅkh	a adj	49	11	368	[sound:pāṭikaṅkha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pāṭikaṅkha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44983	paṭilābha	psp	11	masc		paṭilabhati					obtaining (of); acquiring (of); gaining (of); personal acquisition (of)			√labh 1 a (to get)		pati + √labh > lābh + *a	a > ā	kita	*a			pratilābha	√labh						DHP 333	nāgavaggo	sukhaṃ yāva jarā sīlaṃ,<br/>sukhā saddhā patiṭṭhitā,<br/>sukho paññāya <b>paṭilābho</b>,<br/>pāpānaṃ akaraṇaṃ sukhaṃ.				AN 4.157	rogasuttaṃ	so mah'iccho samāno vighātavā asantuṭṭho itarītara-cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajjaparikkhārena pāpikaṃ icchaṃ paṇidahati anavañña<b>ppaṭilābhāya</b> lābhasakkārasiloka<b>ppaṭilābhāya</b>				SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jāti sañjāti okkanti abhinibbatti khandhānaṃ pātubhāvo āyatanānaṃ <b>paṭilābho</b>, ayaṃ vuccati jāti.	Paṭicca-samuppāda	Dependent Origination	Teachings	MN 137	saḷāyatanavibhaṅgasuttaṃ	cakkhuviññeyyānaṃ rūpānaṃ iṭṭhānaṃ kantānaṃ manāpānaṃ manoramānaṃ lok'āmisapaṭisaṃyuttānaṃ <b>paṭilābhaṃ</b> vā paṭilābhato samanupassato				SN 22.96	gomayapiṇḍasuttaṃ	ettako'pi kho, bhikkhu, attabhāva<b>paṭilābho</b> n'atthi nicco dhuvo sassato avipariṇāmadhammo sassatisamaṃ tath'eva ṭhassati.				23n	paṭilābh	a masc	49	2	92	[sound:paṭilābha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭilābha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
54423	sappurisa 1	psp	11	masc	comp						good man; moral man; virtuous man; superior man					sat + purisa				kammadhāraya	sat + purisa	satpuruṣa							DHP 54	pupphavaggo	na pupphagandho paṭivātam'eti,<br/>na candanaṃ tagaramallikā,<br/>satañ'ca gandho paṭivātam'eti,<br/>sabbā disā <b>sappuriso</b> pavāyati.				AN 2.135	āyācanavaggo	dvīhi, bhikkhave, dhammehi samannāgato paṇḍito viyatto <b>sappuriso</b> akkhataṃ anupahataṃ attānaṃ pariharati anavajjo ca hoti ananuvajjo ca viññūnaṃ bahuñ'ca puññaṃ pasavati.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo. <br/>tath'ūpamaṃ <b>sappurisaṃ</b> vadāmi, yo ariyasaccāni avecca passati.	Ratana-sutta		Protective Recitations	SN 22.1	nakulapitusuttaṃ	idha, gahapati, assutavā puthujjano ariyānaṃ adassāvī ariyadhammassa akovido ariyadhamme avinīto <b>sappurisānaṃ</b> adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati				AN 10.61	avijjāsuttaṃ	saddhammassavanam'p'āhaṃ, bhikkhave, sāhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro saddhammassavanassa? <b>sappurisa</b>saṃsevo'ti'ssa vacanīyaṃ.				52n	sappuris	a masc	49			[sound:sappurisa.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sappurisa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3258	ajāta 1	pp	11	pp		jāyati	neg				unborn; uncreated; unproduced			√jan 3 ya (to be born, produce)		na > a + √jan > jā + ta	an > ā	kita	ta	kammadhāraya	na + jāta	ajāta	√jan						ITI 43	ajātasuttaṃ	<b>ajātaṃ</b> asamuppannaṃ,<br/>asokaṃ virajaṃ padaṃ,<br/>nirodho dukkhadhammānaṃ,<br/>saṅkhār'ūpasamo sukho'ti.				UD 73	tatiya nibbāna paṭisaṃyuttasuttaṃ	atthi, bhikkhave, <b>ajātaṃ</b> abhūtaṃ akataṃ asaṅkhataṃ.				SN 22.62	niruttipathasuttaṃ	yaṃ, bhikkhave, rūpaṃ <b>ajātaṃ</b> apātubhūtaṃ, bhavissatī'ti tassa saṅkhā, bhavissatī'ti tassa samaññā, bhavissatī'ti tassa paññatti																	ajāt	a pp	49			[sound:ajāta.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ajāta 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35287	ñāṇa	pss	11	nt		jānāti					knowing (of); understanding (of); insight (into)			√ñā 5 nā (to know)		√ñā + aṇa		kita	aṇa			jñāna	√jñā						ITI 62	indriyasuttaṃ	sekhassa sikkhamānassa,<br/>ujumagg'ānusārino,<br/>khayasmiṃ paṭhamaṃ <b>ñāṇaṃ</b>,<br/>tato aññā anantarā.				MN 22	alagaddūpamasuttaṃ	evaṃ passaṃ, bhikkhave, sutavā ariyasāvako ... viññāṇasmiṃ nibbindati, nibbidā virajjati, virāgā vimuccati, vimuttasmiṃ vimuttam'iti <b>ñāṇaṃ</b> hoti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	yaṃ kho bhikkhave dukkhe <b>ñāṇaṃ</b>, dukkhasamudaye <b>ñāṇaṃ</b>, dukkhanirodhe <b>ñāṇaṃ</b>, dukkhanirodhagāminiyā paṭipadāya <b>ñāṇaṃ</b>, ayaṃ vuccati bhikkhave sammādiṭṭhi.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 22.59	anattalakkhaṇasuttaṃ	nibbindaṃ virajjati, virāgā vimuccati. vimuttasmiṃ vimuttam'iti <b>ñāṇaṃ</b> hoti. 'khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ n'āparaṃ itthattāyā'ti pajānātī'ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	MN 10	mahāsatipaṭṭhānasuttaṃ	yāva'd'eva <b>ñāṇa</b>mattāya paṭissatimattāya anissito ca viharati, na ca kiñci loke upādiyati.				21n	ñāṇ	a nt	49	9	467	[sound:ñāṇa.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ñāṇa&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69534	yampi	pp	11	sandhi	pron + ind						whatever indeed					yaṃ + api						yat + api							MN 22	alagaddūpamasuttaṃ	<b>yam'pi</b> taṃ diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ, anuvicaritaṃ manasā tam'pi etaṃ mama, eso'ham'asmi, eso me attā'ti samanupassati				MN 22	alagaddūpamasuttaṃ	attani ca, bhikkhave, attaniye ca saccato thetato anupalabbhamāne, <b>yam'pi</b> taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?				MN 105	sunakkhattasuttaṃ	tatra, sunakkhatta, <b>yam'pi</b> tathāgatassa evaṃ hoti, dhammaṃ nesaṃ desessan'ti tass'api hoti aññathattan'ti.																	-		49			[sound:yampi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yampi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
12955	āyatiṃ	ppp	11	ind	adv, acc sg	āyati					in future			√yat 1 a (to stretch, strive)		ā + √yat + i + iṃ<br/>āyati + iṃ						āyati	√yat		(MNa) <b>āyatin</b>'ti anāgate				VIN 4.4.125	āpattipaṭikamma vidhi	tena vattabbo, passasī'ti. āma passāmī'ti. <b>āyatiṃ</b> saṃvareyyāsī'ti				AN 3.66	kesamuttisuttaṃ	iti kho, ānanda, kammaṃ khettaṃ, viññāṇaṃ bījaṃ, taṇhā sneho. avijjānīvaraṇānaṃ sattānaṃ taṇhāsaṃyojanānaṃ hīnāya dhātuyā viññāṇaṃ patiṭṭhitaṃ evaṃ <b>āyatiṃ</b> punabbhav'ābhinibbatti hoti.				SN 12.70	susimasuttaṃ	tassa me, bhante, bhagavā accayaṃ accayato paṭiggaṇhātu, <b>āyatiṃ</b> saṁvarāyāti.				MN 10.11	mahāsatipaṭṭhānasuttaṃ	yathā ca pahīnāya vicikicchāya <b>āyatiṃ</b> anuppādo hoti tañ'ca pajānāti.				SN 35.248	yavakalāpisuttaṃ	sace so assutavā puthujjano <b>āyatiṃ</b> punabbhavāya ceteti, evañ'hi so moghapuriso suhatataro hoti					-		49	6	475	[sound:āyatiṃ.mp3]	ch	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyatiṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1453	accaya 3	pp	11	masc		acceti					fault; offence; transgression; lit. going beyond			√i 1 a (to come, go)		ati > aty > acc + √i > ay + *a	ti > ty > cc<br/>i > ay	kita	*a			atyaya	√i		(SNa) <b>accayo</b>'ti aparādho.				AN 9.11	sīhanādasuttaṃ	taggha taṃ, bhikkhu, <b>accayo</b> accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo tvaṃ sāriputtaṃ asatā tucchā musā abhūtena abbhācikkhi				MN 140	dhātuvibhaṅgasuttaṃ	<b>accayo</b> maṃ, bhante, accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo'haṃ bhagavantaṃ āvusovādena samudācaritabbaṃ amaññissaṃ.				SN 12.70	susimasuttaṃ	tassa me, bhante, bhagavā <b>accayaṃ</b> accayato paṭiggaṇhātu, āyatiṃ saṁvarāyāti.																	accay	a masc	49	2	373	[sound:accaya.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=accaya 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
20453	dūre 2	pss	11	ind	adv, loc sg	dūra				+abl	away (from); far away (from); distant (from)			√dū 1 a (to go, run)		√dū + ra + e<br/>dūra + e						dūra	√du						KHP 9	karaṇīya mettasuttaṃ	diṭṭhā vā y'eva addiṭṭhā,<br/>ye ca <b>dūre</b> vasanti avidūre,<br/>bhūtā vā sambhavesī vā,<br/>sabbasattā bhavantu sukhit'attā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	SNP 40	guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2	satto guhāyaṃ bahun'ābhichanno,<br/>tiṭṭhaṃ naro mohanasmiṃ pagāḷho,<br/><b>dūre</b> vivekā hi tathāvidho so,<br/>kāmā hi loke na hi suppahāyā.				SN 22.59	anattalakkhaṇasuttaṃ	tasmā't'iha, bhikkhave, yaṃ kiñci rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ d<b>ūre s</b>antike vā	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	SN 22.79	khajjanīyasuttaṃ	yaṃ kiñci rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ <b>dūre</b> santike vā  n'etaṃ mama										53n	-		49	13	150	[sound:dūre.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dūre 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
41588	paṇīta 2	ps	11	adj	pp	paṇeti					fine; refined; excellent; superior; sublime; lit. brought forward			√nī 1 a (to lead, carry)		pa + √nī + ta		kita	ta			praṇīta	√nī						SNP 13	ratanasuttaṃ,<br/>cūḷavaggo 1	yaṃ kiñci vittaṃ idha vā huraṃ vā,<br/>saggesu vā yaṃ ratanaṃ <b>paṇītaṃ</b>,<br/>na no samaṃ atthi tathāgatena,<br/>idam'pi buddhe ratanaṃ paṇītaṃ,<br/>etena saccena suvatthi hotu.	Ratana-sutta		Protective Recitations	AN 3.102	paṃsudhovakasuttaṃ	so, bhikkhave, samayo yaṃ taṃ cittaṃ ajjhattaṃ'y'eva santiṭṭhati sannisīdati ekodi hoti samādhiyati. so hoti samādhi santo <b>paṇīto</b> paṭippassaddhiladdho ekodibhāv'ādhigato na sasaṅkhāraniggayhavāritagato.				SN 22.59	anattalakkhaṇasuttaṃ	tasmā't'iha, bhikkhave, yaṃ kiñci rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā <b>paṇītaṃ</b> vā yaṃ dūre santike vā	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	AN 10.60	girimānandasuttaṃ	etaṃ santaṃ etaṃ <b>paṇītaṃ</b> yad'idaṃ sabbasaṅkhārasamatho sabb'ūpadhippaṭinissaggo taṇhākkhayo nirodho nibbānan'ti.										38n	paṇīt	a adj	49	11	420	[sound:paṇīta.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṇīta 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
13162	bahiddhā 1	ps	11	ind	adv	bahi					externally; outwardly			√bah 1 a (to be outside)		√bah + i + dhā<br/>bahi + dhā		taddhita	dhā			bahirdhā	√bṛh √baṃh						SN 47.10	bhikkhunupassayasuttaṃ	tassa kāye kāy'ānupassino viharato kāy'ārammaṇo vā uppajjati kāyasmiṃ pariḷāho cetaso vā līnattaṃ <b>bahiddhā</b> vā cittaṃ vikkhipati				AN 3.68	kathāvatthusuttaṃ	sac'āyaṃ, bhikkhave, puggalo pañhaṃ puṭṭho samāno aññen'aññaṃ paṭicarati, <b>bahiddhā</b> kathaṃ apanāmeti, kopañ'ca dosañ'ca appaccayañ'ca pātukaroti, evaṃ sant'āyaṃ, bhikkhave, puggalo akaccho hoti.				SN 22.59	anattalakkhaṇasuttaṃ	tasmā't'iha, bhikkhave, yaṃ kiñci rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā <b>bahiddhā</b> vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	MN 10	mahāsatipaṭṭhānasuttaṃ	iti ajjhattaṃ vā kāye kāy'ānupassī viharati, <b>bahiddhā</b> vā kāye kāy'ānupassī viharati, ajjhatta'bahiddhā vā kāye kāyānupassī viharati.										38n	-		49	13	447	[sound:bahiddhā.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bahiddhā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11210	atītānāgatapaccuppanna	ps	11	adj	comp						in the past, the future and the present					atīta + anāgata + paccuppanna				dvanda	atīta <b>ca</b> anāgata <b>ca</b> paccuppanna <b>ca</b>	atīta + anāgata + pratyutpanna							MN 18	madhupiṇḍikasuttaṃ	yaṃ papañceti tatonidānaṃ purisaṃ papañcasaññāsaṅkhā samudācaranti <b>atītānāgatapaccuppannesu</b> cakkhuviññeyyesu rūpesu				MN 62	mahārāhulovādasuttaṃ	atha kho bhagavā apaloketvā āyasmantaṃ rāhulaṃ āmantesi, yaṃ kiñci, rāhula, rūpaṃ, <b>atīt'ānāgatapaccuppannaṃ</b> … sabbaṃ rūpaṃ, n'etaṃ mama				SN 22.59	anattalakkhaṇasuttaṃ	tasmā't'iha, bhikkhave, yaṃ kiñci rūpaṃ a<b>tīt'ānāgatapaccuppannaṃ</b> ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas													38n	atītānāgatapaccuppann	a adj	49			[sound:atītānāgatapaccuppanna.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atītānāgatapaccuppanna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44756	paṭiggaṇhāti 2	ppp	11	pr					trans	+acc	(of an apology) accepts			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pati + gaṇhā + ti						pratigṛhṇāti	√grah √gṛbh	paṭigaṇhāti	(ANa) <b>taṃ te mayaṃ paṭiggaṇhāmā</b>'ti taṃ tava aparādhaṃ mayaṃ khamāma.				AN 4.159	bhikkhunīsuttaṃ	accayo maṃ, bhante, accagamā, yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, y'āhaṃ evam'akāsiṃ. tassā me, bhante, ayyo ānando accayaṃ accayato <b>paṭiggaṇhātu</b>, āyatiṃ saṃvarāyā'ti.				SN 11.24	accayasuttaṃ	tena kho pana samayena dve bhikkhū sampayojesuṃ, tatr'eko bhikkhu accasarā, atha kho so bhikkhu tassa bhikkhuno santike accayaṃ accayato deseti, so bhikkhu na<b>ppaṭiggaṇhāti</b>.				SN 1.35	ujjhānasaññisuttaṃ	taṃ veraṃ n'ābhinandāmi, <b>paṭiggaṇhāmi</b> vo'ccayan'ti.																	paṭiggaṇh	āti pr	49	3	288	[sound:paṭiggaṇhāti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭiggaṇhāti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15744	cakkhuviññeyya	ppp	11	adj	ptp, comp						visible; perceivable by the eye; lit. to be known by the eye					cakkhu + viññeyya				tatiyā tappurisa	cakkh<b>unā</b> + viññeyya	cakṣuḥ + vijñeya							MN 152	indriyabhāvanāsuttaṃ	ayaṃ vuccat'ānanda … anuttarā indriyabhāvanā <b>cakkhuviññeyyesu</b> rūpesu				MN 105	sunakkhattasuttaṃ	<b>cakkhuviññeyyā</b> rūpā iṭṭhā kantā manāpā piyarūpā kām'ūpasaṃhitā rajanīyā.				SN 35.95	mālukyaputtasuttaṃ	taṃ kiṃ maññasi ye te <b>cakkhuviññeyyā</b> rūpā adiṭṭhā adiṭṭhapubbā, na ca passasi, na ca te hoti passeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?				MN 18	madhupiṇḍikasuttaṃ	yaṃ papañceti tatonidānaṃ purisaṃ papañcasaññāsaṅkhā samudācaranti atīt'ānāgatapaccuppannesu <b>cakkhuviññeyyesu</b> rūpesu											cakkhuviññeyy	a adj	49			[sound:cakkhuviññeyya.mp3]	ch	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cakkhuviññeyya&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
14307	bhāvita 1	sp	11	pp		bhāveti		caus			cultivated; developed; lit. caused to be			√bhū 1 *e (to be, become)	√bhū + *e > bhāve (caus)	bhāve + ita	ū > āv	kita	ita			bhāvita	√bhū		(ANa) <b>bhāvitā</b>'ti vaḍḍhitā.				TH 253	selattheragāthā	abhiññeyyaṃ abhiññātaṃ,<br/>bhāvetabbañ'ca <b>bhāvitaṃ</b>,<br/>pahātabbaṃ pahīnaṃ me,<br/>tasmā buddho'smi brāhmaṇa.				SN 47.20	janapadakalyāṇīsuttaṃ	tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, kāyagatā sati no <b>bhāvitā</b> bhavissati bahulīkatā yānīkatā vatthukatā anuṭṭhitā paricitā susamāraddhā'ti.				SN 56.11	dhammacakkappavattanasuttaṃ	taṃ kho pan'idaṃ dukkhanirodhagāminī paṭipadā ariyasaccaṃ <b>bhāvitan</b>'ti	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	AN 11.15	mettāsuttaṃ	mettāya cetovimuttiyā āsevitāya b<b>hāvitāya</b> bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādas'ānisaṃsā pāṭikaṅkhā.										17n	bhāvit	a pp	49	14	691	[sound:bhāvita.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhāvita 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
