Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
so 1	sss	6	pron	masc nom sg	ta					he; that						taḥ					DN 16.36	mahāparinibbānasuttaṃ	yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, <b>so</b> vo mam’accayena satthā.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	SN 11.3	dhajaggasuttaṃ	iti’pi <b>so</b> bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	AN 5.37	bhojanasuttaṃ	āyudo balado dhīro, vaṇṇado paṭibhānado. sukhassa dātā medhāvī, sukhaṃ <b>so</b> adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ’ca paṭibhānakaṃ, dīgh’āyu yasavā hoti, yattha yatth’ūpapajjatī’ti.	Bhojana-dānānumodanā		Thanksgiving Recitations	55n	!*	ta pron	13			[sound:so.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=so 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
medhāvī	ps	6	masc		medhā					intelligent man; wise man; lit. who has wisdom			√medh 1 a (to be wise)		√medh + ā + [v] + ī	medhāvin	√medh				DHP 239	malavaggo	anupubbena <b>medhāvī</b>, thokaṃ thokaṃ khaṇe khaṇe. <br/>kammāro rajatass’eva, niddhame malam’attano.										AN 5.37	bhojanasuttaṃ	āyudo balado dhīro, vaṇṇado paṭibhānado. sukhassa dātā <b>medhāvī</b>, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ’ca paṭibhānakaṃ, dīgh’āyu yasavā hoti, yattha yatth’ūpapajjatī’ti.	Bhojana-dānānumodanā		Thanksgiving Recitations	42n	medhāv	ī masc	13	5	130	[sound:medhāvī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=medhāvī&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dātar	ps	6	masc	agent	dadāti					giver; donor; bestower			√dā 1 a (to give)		√dā + tar	dāṭr	√dā				MN 18	madhupiṇḍikasuttaṃ	so h’āvuso, bhagavā jānaṃ jānāti, passaṃ passati, cakkhubhūto ñāṇabhūto dhammabhūto brahmabhūto, vattā pavattā, atthassa ninnetā, amatassa <b>dātā</b>, dhammassāmī tathāgato.										AN 5.37	bhojanasuttaṃ	āyudo balado dhīro, vaṇṇado paṭibhānado. sukhassa <b>dātā</b> medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ’ca paṭibhānakaṃ, dīgh’āyu yasavā hoti, yattha yatth’ūpapajjatī’ti.	Bhojana-dānānumodanā		Thanksgiving Recitations	42n	dāt	ar masc	13	6	62	[sound:dātar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dātar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
etadahosi	pp	6	sandhi	pron + aor					+dat	this (thought) occurred (to); lit. this was (for)					etaṃ + ahosi	etad + abhavat					SN 12.10	gotamasuttaṃ	“tassa mayhaṃ, bhikkhave, <b>etad'ahosi</b> — ‘kimhi nu kho sati jarāmaraṇaṃ hoti, kiṃ-paccayā jarāmaraṇan’ti ?				MN 19	dvedhāvitakkasuttaṃ	pubb’eva me, bhikkhave, sambodhā anabhisambuddhassa bodhisattass’eva sato <b>etad'ahosi</b>				DN 16.17	mahāparinibbānasuttaṃ	atha kho āyasmato ānandassa <b>etad'ahosi</b> — “acchariyaṃ vata bho, abbhutaṃ vata bho, mahā vatāyaṃ bhūmicālo.					!	eta ahosi	13			[sound:etadahosi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=etadahosi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āyasmant	psp	6	masc		āyas					venerable; reverend; lit. elder; respected			√i 1 a (to come, go)		ā + √i > ay + *as + mant<br/>āyas + mant	āyuṣmat	√i				AN 3.21	samiddhasuttaṃ	upasaṅkamitvā <b>āyasmatā</b> sāriputtena saddhiṃ sammodiṃsu. sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekam'antaṃ nisīdiṃsu.				PAT PK	dhammayuttika-pubbakicca	karomi <b>āyasmato</b> okāsaṃ	Pubbakicca	Preliminary duty	International Pātimokkha	DN 16.17	mahāparinibbānasuttaṃ	atha kho <b>āyasmato</b> ānandassa etad'ahosi — “acchariyaṃ vata bho, abbhutaṃ vata bho, mahā vatāyaṃ bhūmicālo.				80n	āyasm	ant masc	13	6	4865	[sound:āyasmant.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āyasmant&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
jānāti	pss	6	pr					trans	+acc	knows; understands; is aware; finds out			√ñā 5 nā (to know)	√ñā + nā > jānā	jānā + ti	jānāti	√jñā				DHP 248	malavaggo	evaṃ bho purisa <b>jānāhi</b>, pāpa-dhammā asaññatā. <br/>mā taṃ lobho adhammo ca, ciraṃ dukkhāya randhayuṃ.				Thai		mayan’taṃ dhammaṃ sutvā evaṃ <b>jānāma</b>	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem	MN 131	bhaddekarattasuttaṃ	ajj’eva kiccam’ātappaṃ, ko<b> jaññā</b> maraṇaṃ suve. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	05n	jān	āti pr	13	3	1776	[sound:jānāti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jānāti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅgara 1	s	6	masc							dealing; bargaining; negotiating; transacting; lit. talking together			√gar 4 ṇā (to call, speak)		saṃ + √gar + a	saṃgara	√gṝ			(PED) saṃ + gṛ1 to sing, proclaim													MN 131	bhaddekarattasuttaṃ	ajj’eva kiccam’ātappaṃ, ko jaññā maraṇaṃ suve. na hi no <b>saṅgaran</b>’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	saṅgar	a masc	13		15	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅgara 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
suve	ps	6	ind	adv						tomorrow						śvas		sve			DHP 229	kodhavaggo	yaṃ ce viññū pasaṃsanti, anuvicca suve <b>suve</b>,<br/>acchidda-vuttiṃ medhāviṃ, paññāsīla-samāhitaṃ.										MN 131	bhaddekarattasuttaṃ	ajj’eva kiccam’ātappaṃ, ko jaññā maraṇaṃ <b>suve</b>. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	-		13		30	[sound:suve.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=suve&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ko	ss	6	pron	interr, masc nom sg	ka					who?; what?; which?						kaḥ											SNP 22	uṭṭhānasuttaṃ<br/> cūḷavaggo 10	uṭṭhahatha nisīdatha, <b>ko</b> attho supitena vo, <br/>āturānañ’hi kā niddā, sallaviddhāna ruppataṃ.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	MN 131	bhaddekarattasuttaṃ	ajj’eva kiccam’ātappaṃ, <b>ko</b> jaññā maraṇaṃ suve. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A Single Excellent Night	Verses	15n	!*	ka pron	13			[sound:ko.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ko&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ātappa	ps	6	nt	pp	ātapati					effort; exertion			√tap 1 a (to burn, radiate heat)		ā + √tap + ta	ātapya, ātapta	√tap				DHP 276	maggavaggo	tumhehi kiccam'<b>ātappaṃ</b>, akkhātāro tathāgatā,<br/>paṭipannā pamokkhanti, jhāyino mārabandhanā.										MN 131	bhaddekarattasuttaṃ	ajj’eva kiccam’<b>ātappaṃ</b>, ko jaññā maraṇaṃ suve. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	ātapp	a nt	13	9	88	[sound:ātappa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ātappa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
maccu	pss	6	masc							death; the Death; the Māra; personification of evil forses			√mar 1 a (to die)		√mar + tyu	mṛtyu	√mṛ				DHP 021	appamādavaggo	appamādo amatapadaṃ, pamādo <b>maccuno</b> padaṃ.<br/>appamattā na mīyanti, ye pamattā yathā matā. 				SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti cavanatā bhedo antaradhānaṃ <b>maccu</b> maraṇaṃ kālakiriyā khandhānaṃ bhedo kaḷevarassa nikkhepo jīvit’indriyass'upacchedo, idaṃ vuccati maraṇaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	MN 131	bhaddekarattasuttaṃ	ajj'eva kiccam'ātappaṃ,<br/>ko jaññā maraṇaṃ suve,<br/>na hi no saṅgaraṃ tena,<br/>mahāsenena <b>maccunā</b>.	Bhadd’eka-ratta	A single Excellent Night	Verses	23n	macc	u masc	13	6	78	[sound:maccu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=maccu&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mahāsena	s	6	adj	comp						with a great army; having a mighty military					mahā + senā + a<br/>mahāsenā + a	mahāsena			(MNa) <b>mahāsenenā</b>'ti aggivisasatth'ādīni anekāni maraṇakāraṇāni tassa senā, tāya mahatiyā senāya vasena mahāsenena evarūpena maccunā saddhiṃ														MN 131	bhaddekarattasuttaṃ	ajj'eva kiccam'ātappaṃ,<br/>ko jaññā maraṇaṃ suve,<br/>na hi no saṅgaraṃ tena,<br/><b>mahāsenena</b> maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	mahāsen	a adj	13			[sound:mahāsena.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mahāsena&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tena 1	sss	6	pron	instr sg	ta					with him; with that; by that					ta + ena	tena					AN 5.36	kāladānasuttaṃ	ye tattha anumodanti, veyyāvaccaṃ karonti vā. na <b>tena</b> dakkhiṇā ūnā, te’pi puññassa bhāgino.	Kāla-dāna-sutta-gāthā		Protective Recitations	MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā tathāgate saddhaṃ paṭilabhati. so <b>tena</b> saddhāpaṭilābhena samannāgato iti paṭisañcikkhati	Anupubba-sikkhā	The Gradual Training	Teachings	MN 131	bhaddekarattasuttaṃ	ajj'eva kiccam'ātappaṃ,<br/>ko jaññā maraṇaṃ suve,<br/>na hi no saṅgaraṃ <b>tena</b>,<br/>mahāsenena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	18n	!*	ta pron	13			[sound:tena.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tena 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ye 1	ss	6	pron	masc & nt nom pl	ya					whoever; whatever; whichever; those who																	DN 16.21	mahāparinibbānasuttaṃ	bhikkhave, <b>ye</b> te mayā dhammā abhiññā desitā, te vo sādhukaṃ uggahetvā āsevitabbā bhāvetabbā bahulīkātabbā	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	SNP 8	mettasuttaṃ<br/>uragavaggo	<b>ye</b> keci pāṇabhūt’atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	19n	y	a pron	13			[sound:ye.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ye 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ye keci	ps	6	idiom	pron + pron						whatever; any whatsoever; everything; all; all those					ye + ke + ci	ye + ke + cid					MN 61	ambalaṭṭhika rāhulovādasuttaṃ	<b>ye</b> hi <b>keci</b>, rāhula, atītam'addhānaṃ samaṇā vā brāhmaṇā vā kāyakammaṃ parisodhesuṃ, … sabbe te evam'evaṃ paccavekkhitvā paccavekkhitvā kāyakammaṃ parisodhesuṃ										SNP 8	mettasuttaṃ<br/>uragavaggo	<b>ye</b> <b>keci</b> pāṇabhūt’atthi, tasā vā thāvarā vā anavasesā, <br/>dīghā vā ye mahantā vā, majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	19n	!	ya kaci	13			[sound:ye keci.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ye keci&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yasmiṃ samaye	pp	6	idiom	pron + masc, loc abs						whenever; at whichever time						yasmin + samaye											MN 74	dīghanakhasuttaṃ	<b>yasmiṃ samaye</b> sukhaṃ vedanaṃ vedeti, n’eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, na adukkham’asukhaṃ vedanaṃ vedeti; sukhaṃ’y’eva tasmiṃ samaye vedanaṃ vedeti.				AN 2.40	samacittavaggo	<b>yasmiṃ</b>, bhikkhave, <b>samaye</b> corā balavanto honti, rājāno tasmiṃ samaye dubbalā honti.					!	yasmiṃ samaye	13			[sound:yasmiṃ samaye.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yasmiṃ samaye&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
taṃ kiṃ maññasi	ppp	6	idiom	pron + pron + pr, interr						what do you think?											SN 35.95	mālukyaputtasuttaṃ	<b>taṃ kiṃ maññasi</b> ye te cakkhuviññeyyā rūpā adiṭṭhā adiṭṭhapubbā, na ca passasi, na ca te hoti passeyyan’ti? atthi te tattha chando vā rāgo vā pemaṃ vā”ti?				MN 36	mahāsaccakasuttaṃ	<b> taṃ kiṃ maññasi</b>, api nu so puriso  allaṃ kaṭṭhaṃ sasnehaṃ, udake nikkhittaṃ, uttar’āraṇiṃ ādāya abhimanthento aggiṃ abhinibbatteyya, tejo pātukareyyā”ti?				MN 147	cūḷarāhulovādasuttaṃ	<b>taṃ kiṃ maññasi</b>, rāhula, cakkhu niccaṃ vā aniccaṃ vā”ti? “aniccaṃ, bhante”.					!	taṃ kiṃ maññasi	13			[sound:taṃ kiṃ maññasi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=taṃ kiṃ maññasi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
seyyathāpi	psp	6	sandhi	pron + adv + ind						just like; as if; imagine if					ta > se + yathā + api	tam + yathā + api					AN 4.73	sappurisasuttaṃ	’<b>seyyathā’pi</b> vadhukā yaññad'eva rattiṃ vā divaṃ vā ānītā hoti, tāva’d’ev’assā tibbaṃ hir’ottappaṃ paccupaṭṭhitaṃ hoti				MN 51	kandarakasuttaṃ	<b>seyyathā’pi</b> nāma pakkhī sakuṇo yena yen'eva ḍeti, sapattabhārova ḍeti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 152	indriyabhāvanāsuttaṃ	<b>seyyathā'pi</b>, ānanda, balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya, pasāritaṃ vā bāhaṃ samiñjeyya.				18n	!	seyyathā api	13			[sound:seyyathāpi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=seyyathāpi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sabbābhibhū	pp	6	adj	comp						all conquering; victorious over everything					sabba + abhibhū	sarva + abhibhū					DHP 353	taṇhāvaggo	<b>sabb'ābhibhū</b> sabbavidū'ham'asmi, sabbesu dhammesu anūpalitto,<br/>sabbañ'jaho taṇhakkhaye vimutto, sayaṃ abhiññāya kam'uddiseyyaṃ.										SN 21.10	theranāmakasuttaṃ	<b>sabb'ābhibhuṃ</b> sabbaviduṃ sumedhaṃ,<br/>sabbesu dhammesu anūpalittaṃ,<br/>sabbañ'jahaṃ taṇhākkhaye vimuttaṃ,<br/>tam'ahaṃ naraṃ ekavihārī'ti brūmī'ti.					sabbābhibh	ū adj	13			[sound:sabbābhibhū.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sabbābhibhū&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nidhi	p	6	masc		nidahati					treasure; trove; hoard; lit. put down			√dhā 1 a (to place, support)		ni + √dhā + i	nidhi	√dhā																DHP 076	paṇḍitavaggo	<b>nidhīnaṃ</b>’va pavattāraṃ, yaṃ passe vajjadassinaṃ, <br/>niggayhavādiṃ medhāviṃ, tādisaṃ paṇḍitaṃ bhaje, <br/>tādisaṃ bhajamānassa, seyyo hoti na pāpiyo.					nidh	i masc	13		19	[sound:nidhi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nidhi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mātāpitar	ps	6	masc	comp						mother and father; parents					mātā + pitar	mātāpitṛ					AN 2.33	samacittavaggo	yo ca kho <b>mātāpitaro</b> assaddhe saddhā-sampadāya samādapeti niveseti patiṭṭhāpeti .. ettāvatā kho mātāpitūnaṃ katañ’ca hoti paṭikatañ’ca										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	<b>mātāpitu</b> upaṭṭhānaṃ, puttadārassa saṅgaho.<br/>anākulā ca kammantā, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	51n	mātāpit	ar2 masc	13	6	243	[sound:mātāpitar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mātāpitar&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mātari	pp	6	fem	loc sg	mātar					in mother; towards mother					mātu + ari	mātari											DHP 284	maggavaggo	yāva hi vanatho na chijjati, aṇumatto'pi narassa nārisu,<br/>paṭibaddhamano'va tāva so, vaccho khīrapako'va <b>mātari</b>.				SN 7.15	mānatthaddhasuttaṃ	<b>mātari</b> pitari c’āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha.					māt	ar fem	13			[sound:mātari.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mātari&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ehi tvaṃ	s	6	idiom	imp + pron						come you! come!																							MN 107	gaṇakamoggallānasuttaṃ	<b>ehi tvaṃ</b>, bhikkhu, sīlavā hohi, pātimokkhasaṃvarasaṃvuto viharāhi ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī, samādāya sikkhassu sikkhāpadesū’ti	Anupubba-sikkhā	The Gradual Training	Teachings	18n	!	ehi tvaṃ	13			[sound:ehi tvaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi tvaṃ&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
ajja	ps	6	ind	adv						today; now					ima + jju + a<br/>ajju + a	adya					TH 263	mahāmoggallānattheragāthā	so’haṃ <b>ajja</b> kathaṃ vajjaṃ, ahaṃ nicco’mhi sassato.										MN 131	bhaddekarattasuttaṃ	<b>ajj</b>’eva kiccam’ātappaṃ, ko jaññā maraṇaṃ suve. na hi no saṅgaran’tena, mahā-senena maccunā.	Bhadd’eka-ratta	A single Excellent Night	Verses	16n	-		13	6	226	[sound:ajja.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ajja&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
cīvare vikappaṃ āpajjati	p	6	idiom	nt + masc + pr						causes an alteration to the robe; suggests an improvement of the robe						cīvare + vikalpam + āpadyate			(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā<b> cīvare vikappaṃ āpajjeyya</b>					!	cīvara vikappa āpajjati	13			[sound:cīvare vikappaṃ āpajjati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cīvare vikappaṃ āpajjati&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āpajjati 5	p	6	pr					trans	+acc	causes; effects			√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	āpadyate	√pad		(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare vikappaṃ<b> āpajjeyya</b>					āpajj	ati pr	13	4	575	[sound:āpajjati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āpajjati 5&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vikappa 1	p	6	masc		vikappeti				+loc	alteration (to); improvement (to); alternative; lit. more suitable			√kapp 1 a (to be fit, be suitable)		vi + √kapp + a	vikalpa	√kḷp		(VIN 1.4.8) cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā saṇhaṃ vā.														VIN PAT NP 8	paṭhamaupakkhaṭa sikkhāpada	 tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare <b>vikappaṃ</b> āpajjeyya					vikapp	a masc	13		30	[sound:vikappa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vikappa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
