ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
34693	na 1	psp	5	ind	neg		neg				no; not; neither; nor																		MN 74	dīghanakhasuttaṃ	n'eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, <b>na</b> adukkham'asukhaṃ vedanaṃ vedeti				MN 51	kandarakasuttaṃ	pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā <b>na</b> amutra akkhātā imesaṃ bhedāya, amutra vā sutvā <b>na</b> imesaṃ akkhātā amūsaṃ bhedāya	Anupubba-sikkhā	The Gradual Training	Teachings	SN 22.33	natumhākaṃsuttaṃ	yaṃ, bhikkhave, <b>na</b> tumhākaṃ, taṃ pajahatha. taṃ vo pahīnaṃ hitāya sukhāya bhavissati.										18n	-		15	5	20143	[sound:na.mp3]	√√	na 1	(negative particle); no; not			1800	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=na 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
70991	dhāressati	p	5	fut		dhāreti			trans	+acc	will bear in mind; will keep in mind; will remembers; lit. will hold			√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ssa + ti	a > ā					dhārayati	√dhṛ		(MNa) <b>dhāressantī</b>'ti uggahessanti pariyāpuṇissanti.																AN 6.61	majjhesuttaṃ	upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā byākarissati tathā naṃ <b>dhāressāmā</b>'ti.											dhāre	ssati fut	15	5	75	[sound:dhāressati.mp3]	√	dhāressati	will take; will consider; will keep in mind; lit. will hold	moved		1013	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhāressati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35181	naṃ	ppp	5	pron	masc fem & nt acc sg	ta					him; her; it; one; that					ta > na + aṃ						tad		taṃ					MN 152	indriyabhāvanāsuttaṃ	balavā puriso divasaṃsantatte ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya. dandho, ānanda, udakaphusitānaṃ nipāto, atha kho <b>naṃ</b> khippam'eva parikkhayaṃ pariyādānaṃ gaccheyya.				MN 19	dvedhāvitakkasuttaṃ	so kho ahaṃ, bhikkhave, uppann'uppannaṃ kāmavitakkaṃ pajaham'eva vinodam'eva byantam'eva <b>naṃ</b> akāsiṃ.				AN 6.61	majjhesuttaṃ	upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā byākarissati tathā <b>naṃ</b> dhāressāmā'ti.											!*	ta pron	15			[sound:naṃ.mp3]	√√	naṃ	him; her; it; that (object)			1820	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=naṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59072	tathā	psp	5	ind	adv	ta					so; thus; in such a way; likewise; similarly					ta + thā		taddhita	thā			tathā							MN 19	dvedhāvitakkasuttaṃ	yaññad'eva, bhikkhave, bhikkhu bahulam'anuvitakketi anuvicāreti, <b>tathā</b> tathā nati hoti cetaso.				SN 46.3	sīlasuttaṃ	so <b>tathā</b> vūpakaṭṭho viharanto taṃ dhammaṃ anussarati anuvitakketi	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings	AN 6.61	majjhesuttaṃ	upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā byākarissati <b>tathā</b> naṃ dhāressāmā'ti.										20n	-		15	13	1221	[sound:tathā.mp3]	√√	tathā	so; thus; in such a way; in that way; likewise; similarly			2945	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tathā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
70976	byākarissati	p	5	fut		byākaroti			trans	+acc	will explain; will define; will describes			√kar 7 o (to do, make)	√kar + o + issa > karissa (fut)	vi > vy > by + ā + karissa + ti	vi > by					vyākaroti	√kṛ																		AN 6.61	majjhesuttaṃ	upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā <b>byākarissati</b> tathā naṃ dhāressāmā'ti.											byākar	issati fut	15	5	80	[sound:byākarissati.mp3]		byākarissati	will explain; will define; will describes				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=byākarissati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69685	yathā 1	psp	5	ind	adv	ya					like; as; as per; according to; how; in whatever way					ya + thā		taddhita	thā			yathā							DHP 065	bālavaggo	muhuttam'api ce viññū, paṇḍitaṃ payirupāsati. <br/>khippaṃ dhammaṃ vijānāti, jivhā sūparasaṃ <b>yathā</b>.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>yath'</b>indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo. <br/>tath'ūpamaṃ sappurisaṃ vadāmi, yo ariyasaccāni avecca passati.	Ratana-sutta		Protective Recitations	AN 6.61	majjhesuttaṃ	upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. <b>yathā</b> no bhagavā byākarissati tathā naṃ dhāressāmā'ti.										52n	-		15	13	2174	[sound:yathā.mp3]	√√	yathā 1	like; as; as per; according to; how; in whatever way			3463	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yathā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49740	saddhiṃ	pps	5	ind	prep					+instr	together (with); with											sadhri, sadhryak			(VIN 1.3.2) <b>saddhin</b>'ti ekato.				DHP 329	nāgavaggo	no ce labhetha nipakaṃ sahāyaṃ, <b>saddhiṃ</b>caraṃ sādhuvihāridhīraṃ, <br/>rājā'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññe'va nāgo.				SN 35.28	ādittasuttaṃ	evaṃ me sutaṃ ekaṃ samayaṃ bhagavā gayāyaṃ viharati gayāsīse <b>saddhiṃ</b> bhikkhusahassena. tatra kho bhagavā bhikkhū āmantesi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	AN 3.21	samiddhasuttaṃ	upasaṅkamitvā āyasmatā sāriputtena <b>saddhiṃ</b> sammodiṃsu. sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekam'antaṃ nisīdiṃsu.										39n	-		15	5	1314	[sound:saddhiṃ.mp3]	√√	saddhiṃ	together (with); with			2491	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saddhiṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49510	saccaṃ	pp	5	ind	adv, acc sg	sacca					truly; really			√as 1 a (to be)	√as + a > asa > sa (irreg)	sa + tya + aṃ<br/>sacca + aṃ	ty > cc					satyam	√as						AN 3.40	ādhipateyyasuttaṃ	n'atthi loke raho nāma, pāpakammaṃ pakubbato,<br/>attā te purisa jānāti, <b>saccaṃ</b> vā yadi vā musā.										SNP 31	māghasuttaṃ,<br/>mahāvaggo 5	tuvañ'hi no brahmasamo'si <b>saccaṃ</b>,<br/>kathaṃ upapajjati brahmalokaṃ jutima.											-		15	13	996	[sound:saccaṃ.mp3]	√√	saccaṃ	truly; really			2475	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saccaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
70758	brahmasama	p	5	adj	comp						holy; divine; equal to Brahma; like god almighty					brahma + sama						brahma + sama			(ANa) <b>evaṃ kho doṇa brāhmaṇo brahmasamo hotī</b>'ti evaṃ brahmavihārehi samannāgatattā brāhmaṇo brahmasamo nāma hoti.<br/>(VINt) <b>brahmasamenā</b>'ti brahmattabhāvasamena.																SNP 31	māghasuttaṃ,<br/>mahāvaggo 5	tuvañ'hi no <b>brahmasamo</b>'si saccaṃ,<br/>kathaṃ upapajjati brahmalokaṃ jutima.											brahmasam	a adj	15			[sound:brahmasama.mp3]		brahmasama	holy; divine; like the God; equal to Brahma				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=brahmasama&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
38358	no 2.3	psp	5	pron	1st dat pl	ahaṃ					for us; to us											naḥ		amhaṃ, amhākaṃ					SN 3.4	piyasuttaṃ	kiñ'c'āpi te evaṃ vadeyyuṃ, piyo <b>no</b> attā'ti, atha kho tesaṃ appiyo attā. taṃ kissa hetu? yañ'hi appiyo appiyassa kareyya, taṃ te attanā'va attano karonti, tasmā tesaṃ appiyo attā.				Thai		sādhu <b>no</b> bhante bhagavā suciraparinibbuto'pi<b> </b>pacchimājanat'ānukampamānasā	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem	SNP 31	māghasuttaṃ,<br/>mahāvaggo 5	tuvañ'hi <b>no</b> brahmasamo'si saccaṃ,<br/>kathaṃ upapajjati brahmalokaṃ jutima.										01n	!*	ahaṃ pron	15	5	4209	[sound:no.mp3]	√√	no 6	for us; to us			1937	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=no 2.3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
24295	hi 1	ssp	5	ind	emph						indeed; certainly; truly; definitely											hi			(THa) <b>hī</b>'ti nipātamattaṃ.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	tasmā <b>hi</b> bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya. <br/>divā ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā.	Ratana-sutta		Protective Recitations	SNP 8	mettasuttaṃ<br/>uragavaggo	diṭṭhiṃ ca anupaggamma, sīlavā dassanena sampanno, <br/>kāmesu vineyya gedhaṃ, na <b>hi</b> jātu gabbhaseyyaṃ punar'etī' ti.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	SNP 31	māghasuttaṃ,<br/>mahāvaggo 5	tuvaṃ<b>hi</b> no brahmasamo'si saccaṃ,<br/>kathaṃ upapajjati brahmalokaṃ jutima.										52n	-		15	13	5225	[sound:hi.mp3]	√√	hi 1	indeed; certainly; truly; definitely			1268	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
46533	phāsu 2	pp	5	masc		phusati					ease (for); comfort (for)			√phus 1 a (to touch)		√phus > phās + *u	u > ā (sk ṛ)	kita	*u			sparśa	√spṛś						TH 234	ekavihāriyattheragāthā	purato pacchato vā'pi, aparo ce na vijjati, <br/>atīva <b>phāsu</b> bhavati, ekassa vasato vane.										VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā <b>phāsu</b> hoti, ekakassa me kathā vā nisajjā vā <b>phāsu</b> hotī'ti											phās	u masc	15	6	129	[sound:phāsu.mp3]	√√	phāsu 2	ease; comfort			2328	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=phāsu 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
37811	nisajjā 1	ps	5	fem		nisajja					sitting; sitting down			√sad 1 a (to sink, sit, settle)		ni + √sad + ya + ā<br/>nisajja + ā	dy > jj	taddhita	ā			niṣadyā	√sad												MN 107	gaṇakamoggallānasuttaṃ	ehi tvaṃ, bhikkhu, jāgariyaṃ anuyutto viharāhi, divasaṃ caṅkamena <b>nisajjāya</b> āvaraṇīyehi dhammehi cittaṃ parisodhehi	Anupubba-sikkhā	The Gradual Training	Teachings	VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me tayā saddhiṃ kathā vā <b>nisajjā</b> vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti										18n	nisajj	ā fem	15	7	206	[sound:nisajjā.mp3]	√√	nisajjā 1	sitting; sitting down			1914	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nisajjā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
28106	kathā 1	pp	5	fem		katheti					talk; speech; conversation; discussion			√kath 8 *e (to speak, narrate)		√kath + ā		kita	ā			kathā	√kath						SN 47.10	bhikkhunupassayasuttaṃ	āyasmā ānando tā bhikkhuniyo dhammiyā <b>kathāya</b> sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāyaāsanā pakkāmi				DHPa 2.17.7	atulaupāsaka vatthu	esa vāt'āhatatālapaṇṇaṃ viya taṭataṭāyati, imassa <b>kathā</b>pariyantoy'eva n'atthī'ti nindanti				VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me tayā saddhiṃ <b>kathā</b> vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti											kath	ā fem	15	7	365	[sound:kathā.mp3]	√√	kathā 1	speech; story; talk			1469	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kathā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59413	tayā 1	p	5	pron	2nd instr sg	tvaṃ					by you					tvaṃ + ayā						tvayā		te																	VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me <b>tayā</b> saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti											!*	tvaṃ pron	15	5	172	[sound:tayā.mp3]	√√	tayā 1	by you; with you			2974	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tayā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
33787	me 3	psp	5	pron	1st dat sg	ahaṃ					to me; for me											mama, me		mama, mayhaṃ, mamaṃ					MN 39	mahāassapurasuttaṃ	ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷhagilāno, bhattañ'ca me nacchādesi, na ca <b>me</b> āsi kāye balamattā				AN 8.53	saṃkhittasuttaṃ	sādhu <b>me</b>, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā ātāpinī pahit'attā vihareyyan'ti.	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na <b>me</b> tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti										24n	!*	ahaṃ pron	15	5	6990	[sound:me.mp3]	√√	me 3	for me; to me			1753	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=me 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22178	gaccha 1	p	5	imp	2nd sg	gacchatu			trans	+acc	go!; begone!			√gam 1 a (to go)	√gam + a > gama > gaccha (irreg)	gaccha + a						gaccha	√gam																		VIN PAT PC 42	paṇītabhojana sikkhāpada	tassa dāpetvā vā adāpetvā vā uyyojeyya, <b>gacch</b>'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti											gacch	ati pr	15	3	210	[sound:gaccha.mp3]	√√	gaccha 1	go! begone!	moved		1181	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gaccha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63084	upasaṅkamati	pp	5	pr					trans	+acc	approaches; goes (to); visits; lit. goes near			√kam 1 a (to go)	√kam + a > kama	upa + saṃ + kama + ti	ṃ > ṅ					upasaṃkrāmati	√kram						MN 70	kīṭāgirisuttaṃ	idha saddhājāto <b>upasaṅkamati</b>, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati,										AN 7.61	pacalāyamānasuttaṃ	tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na uccāsoṇḍaṃ paggahetvā kulāni <b>upasaṅkamissāmī</b>'ti											upasaṅkam	ati pr	15	3	192	[sound:upasaṅkamati.mp3]	√√	upasaṅkamati	approaches; goes (to); visits			3140	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upasaṅkamati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30404	kula 1	ssp	5	nt		√kul					family; house; household; respectable family			√kul 1 a (to be close)		√kul + a		kita	a			kula	√kul		(VIN 1.2.13) <b>kulaṃ</b> nāma cattāri kulāni, khattiyakulaṃ, brāhmaṇakulaṃ, vessakulaṃ, suddakulaṃ.				MN 27	cūḷahatthipadopamasuttaṃ	taṃ dhammaṃ suṇāti gahapati vā gahapatiputto vā aññatarasmiṃ vā <b>kule</b> paccājāto.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 12.22	dutiyadasabalasuttaṃ	alam'eva saddhāpabbajitena <b>kula</b>puttena vīriyaṃ ārabhituṃ	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	AN 7.61	pacalāyamānasuttaṃ	tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na uccāsoṇḍaṃ paggahetvā <b>kulāni</b> upasaṅkamissāmī'ti										28n	kul	a nt	15	9	500	[sound:kula.mp3]	√√	kula 1	family; house; household; respectable family			1584	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kula 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61056	uccāsoṇḍaṃ paggahetvā	p	5	idiom	fem + abs						arrogantly; with an attitude; (comm) drunk on conceit; lit. having raised trunk high														(ANa) <b>soṇḍan</b>'ti mānasoṇḍaṃ.																AN 7.61	pacalāyamānasuttaṃ	tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na <b>uccāsoṇḍaṃ</b> <b>paggahetvā</b> kulāni upasaṅkamissāmī'ti											!	uccāsoṇḍaṃ paggahetvā	15			[sound:uccāsoṇḍaṃ paggahetvā.mp3]	√	uccāsoṇḍaṃ paggahetvā	arrogantly; with an attitude; (comm) drunk on conceit; lit. having raised trunk high			3070	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uccāsoṇḍaṃ paggahetvā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69361	yācati 1	ppp	5	pr					ditrans	+acc	asks (for); begs (for); requests			√yāc 1 a (to beg)	√yāc + a > yāca	yāca + ti						yācati	√yāc						KN 15.528	JA 528 mahābodhi jātakaṃ	tasmā n'ābhikkhaṇaṃ gacche, na ca gacche cirāciraṃ. kālena yācaṃ <b>yāceyya</b>, evaṃ mittā na jīyare.				SN 35.95	mālukyaputtasuttaṃ	ettha dāni, māluṅkyaputta, kiṃ dahare bhikkhū vakkhāma yatra hi nāma tvaṃ, bhikkhu, jiṇṇo vuddho mahallako addhagato vayoanuppatto saṃkhittena ovādaṃ <b>yācasī'</b>ti.				VIN 1.2.6	kuṭikārasikkhāpadaṃ	suṇātu me, bhante, saṅgho. ayaṃ itthannāmo bhikkhu saññācikāya kuṭiṃ kattukāmo assāmikaṃ attuddesaṃ. so saṅghaṃ kuṭivatthuolokanaṃ <b>yācati</b>.											yāc	ati pr	15	3	115	[sound:yācati.mp3]	√√	yācati 1	asks (for); begs (for) requests			3426	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yācati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
38836	olokana	np	5	nt	act	oloketi					looking (at); observing; checking; lit. looking down			√lok 8 *e (to look)		ava + √lok + ana	ava > o	kita	ana			avalokana	√lok						VINa 1.2.6	kuṭikārasikkhāpadavaṇṇanā	pattakallan'ti patto kālo imassa <b>olokanassā</b>'ti pattakālaṃ, pattakālam'eva pattakallaṃ.										VIN 1.2.6	kuṭikārasikkhāpadaṃ	suṇātu me, bhante, saṅgho. ayaṃ itthannāmo bhikkhu saññācikāya kuṭiṃ kattukāmo assāmikaṃ attuddesaṃ. so saṅghaṃ kuṭivatthu<b>olokanaṃ</b> yācati.											olokan	a nt	15		1	[sound:olokana.mp3]	√	olokana	looking (at); observing; checking; lit. looking down		11	1960	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=olokana&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30895	kuṭivatthu	np	5	nt	comp						site of the hut; grounds of the dwelling					kuṭi + vatthu				chaṭṭhī tappurisa	kuṭ<b>iyā</b> + vatthu	kuṭi + vastu													VIN 1.2.6	kuṭikārasikkhāpadaṃ	bhikkhū vā anabhineyya, vatthudesanāya pamāṇaṃ vā atikkāmeyyā'ti ñattidutiyena kammena <b>kuṭivatthuṃ</b> na desāpetvā, āyāmato vā vitthārato vā antamaso kes'aggamattam'pi atikkāmetvā				VIN 1.2.6	kuṭikārasikkhāpadaṃ	suṇātu me, bhante, saṅgho. ayaṃ itthannāmo bhikkhu saññācikāya kuṭiṃ kattukāmo assāmikaṃ attuddesaṃ. so saṅghaṃ <b>kuṭivatthu</b>olokanaṃ yācati.											kuṭivatth	u nt	15			[sound:kuṭivatthu.mp3]	√√	kuṭivatthu	site of the hut; grounds of the dwelling		22	1604	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kuṭivatthu&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
26921	kamma 1	ssp	5	nt	irreg	karoti					action; deed; doing			√kar 7 o (to do, make)		√kar + ma	r > m	kita	ma			karman	√kṛ			(PED) deed what have the potential effect for doer			Sri Lanka		iminā puññak<b>ammena</b> ‒ mā me bālasamāgamo. <br/>sataṃ samāgamo hotu ‒ yāva nibbānapattiyā.	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	kiñ'c'āpi so <b>kammaṃ</b> karoti pāpakaṃ, kāyena vācā'uda cetasā vā. <br/>abhabbo so tassa paṭicchadāya, abhabbatā diṭṭhapadassa vuttā.	Ratana-sutta		Protective Recitations	SN 10.5	sānusuttaṃ	sānuṃ pabuddhaṃ vajjāsi,<br/>yakkhānaṃ vacanaṃ idaṃ,<br/>m'ākāsi pāpakaṃ <b>kammaṃ</b>,<br/>āvi vā yadi vā raho.										52n	*	kamma nt	15			[sound:kamma.mp3]	√√	kamma 1	action; deed; doing			1425	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kamma 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
