Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
khaya	sp	2	masc		khīyati				+gen	wearing away (of); exhaustion (of); erosion (of); depletion (of); slow destruction (of)			√khī 1 a (to destroy, exhaust)		√khī > khay + *a	kṣaya	√kṣi										SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>khayaṃ</b> virāgaṃ amataṃ paṇītaṃ,  <br/>yad'ajjhagā sakya-munī samāhito. <br/>na tena dhammena sam’atthi kiñci	Ratana-sutta		Protective Recitations	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ <b>khayaṃ</b> vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.				52n	khay	a masc	13	2	514	[sound:khaya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khaya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āsava	sp	2	masc		āsavati					discharge; suppuration; outflow; effluent; (comm) impurity			√su 1 a (to flow)		ā + √su > sav + *a	āsrava	√sru		(ANa) āsavā'ti kilesā								MN 39	mahāassapurasuttaṃ	‘ime <b>āsavā</b>’ti yathābhūtaṃ pajānāti, ‘ayaṃ <b>āsava-</b>samudayo’ti yathābhūtaṃ pajānāti, ‘ayaṃ <b>āsava-</b>nirodho’ti yathābhūtaṃ pajānāti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato <b>āsavānaṃ</b> khayaṃ vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.				18n	āsav	a masc	13	2	959	[sound:āsava.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āsava&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
satthā	pss	2	masc	nom sg, agent	satthar					teacher; master; the Buddha			√sās 1 a (to teach, instruct)		√sās + tar + ā	śāstṛ	√śās				AN 6.103	ukkhittāsikasuttaṃ	sabbalokā ca me mano vuṭṭhahissati, nibbāne ca santadassāvī bhavissāmi, anusayā ca me samugghātaṃ gacchissanti, kiccakārī ca bhavissāmi, <b>satthā</b> ca me pariciṇṇo bhavissati mettāvatāyā’ti.				DN 16.36	mahāparinibbānasuttaṃ	yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, so vo mam’accayena <b>satthā</b>.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	SN 11.3	dhajaggasuttaṃ	iti’pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi <b>satthā</b> devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	29n	satth	ar masc	13			[sound:satthā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satthā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anuttara	pss	2	adj	compar	na ud	neg			+gen	highest; unsurpassed; unexcelled; superior; lit. nothing higher					na + ud + tara	anuttara					MN 10.10	mahāsatipaṭṭhānasuttaṃ	sauttaraṃ vā cittaṃ ‘sauttaraṃ cittan’ti pajānāti, <b>anuttaraṃ</b> vā cittaṃ ‘anuttaraṃ cittan’ti pajānāti; 				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	varo vara’ññū vara’do var’āharo,  <br/><b>anuttaro</b> dhamma-varaṃ adesayi.	Ratana-sutta		Protective Recitations	SN 11.3	dhajaggasuttaṃ	iti’pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū <b>anuttaro</b> purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	52n	anuttar	a adj	13	11	743	[sound:anuttara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anuttara&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhagavā 1	pss	2	masc	nom sg	bhagavant					the Sublime One; Blessed One; Fortunate One; the Buddha			√bhaj 1 a (to divide, distribute)		√bhaj > bhag + a + vā	bhagavat	√bhaj				SN 35.232	koṭṭhikasuttaṃ	“saṃvijjati kho, āvuso, bhagavato cakkhu. passati <b>bhagavā</b> cakkhunā rūpaṃ. chandarāgo bhagavato n’atthi. suvimuttacitto bhagavā.				MN 48	kosambiyasuttaṃ	ekaṃ samayaṃ <b>bhagavā</b> kosambiyaṃ viharati ghosit’ārāme	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	SN 11.3	dhajaggasuttaṃ	iti’pi so <b>bhagavā</b> arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	26n	!bhagav	ant masc	13			[sound:bhagavā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhagavā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nīvaraṇa	sp	2	masc		nivāreti		caus			obstacle; hindrance; obstruction; barrier			√var 1 *e (to cover, dress, restrain)		nī + √var + *aṇa	nivāraṇa; vṛṇoti	√vṛ										MN 39	mahāassapurasuttaṃ	bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan’āgāraṃ yathā dāsabyaṃ yathā kantār’addhānamaggaṃ, ime pañca <b>nīvaraṇe</b> appahīne attani samanupassati	Anupubba-sikkhā	The Gradual Training	Teachings	MN 99	subhasuttaṃ	imehi kho māṇava, pañcahi <b>nīvaraṇehi</b> brāhmaṇo pokkharasāti opamañño subhagavaniko āvuto nivuto ophuṭo pariyonaddho.				18n	nīvaraṇ	a masc	13	2	174	[sound:nīvaraṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nīvaraṇa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sekha	ps	2	masc		sikkhati					trainee; belonging to training; one who is in the course of perfection			√sikkh 1 a (to learn, train)		√sikkh > sekh + *a	śaikṣa	√śikṣ		(SNPa) sekhā'ti, sīlādīni sikkhamānā avasesā ariyapuggalā.<br/>(VINa) sekho'ti puthujjanakalyāṇakena saddhiṃ satta ariyā tisso sikkhā sikkhantī'ti sekhā.	(BDN) 'noble learner'	MN 152	indriyabhāvanāsuttaṃ	“kathañ’c’ānanda, <b>sekho</b> hoti pāṭipado?										AN 8.79	parihānasuttaṃ	ime bhikkhave dhammā <b>sekhassa</b> bhikkhuno aparihānāya saṃvattanti.	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	sekh	a masc	13	2	161	[sound:sekha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sekha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dhamma 02	ps	2	masc		dharati					quality; characteristic			√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ				AN 5.81	rajanīyasuttaṃ	pañcahi, bhikkhave, <b>dhammehi</b> samannāgato thero bhikkhu sabrahmacārīnaṃ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca										AN 8.53	saṃkhittasuttaṃ	ime <b>dhammā</b> virāgāya saṃvattanti, no sarāgāya; visaṃyogāya saṃvattanti, no saṃyogāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	24n	dhamm	a masc	13	2	12531	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 02&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anālaya 1	s	2	masc		na allīyati	neg				independence; freedom from clinging; non-attachment			√lī 3 ya (to stick, hide)		na + ā + √lī > lay + *a	anālayana	√lī																SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho cāgo paṭinissaggo mutti <b>anālayo</b>.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	17n	anālay	a masc	13	2	115	[sound:anālaya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anālaya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭinissagga	ps	2	masc		paṭinissajjati					giving up; relinquishing; dropping; abandoning			√sajj 1 a (to relinquish, let loose)		pati + nī + √sajj > sagg + a	pratiniḥsṛjya	√sṛj				AN 10.60	girimānandasuttaṃ	etaṃ santaṃ etaṃ paṇītaṃ yad'idaṃ sabba-saṅkhāra-samatho sabb’ūpadhi-<b>ppaṭinissaggo</b> taṇhā-kkhayo nirodho nibbānan’ti.				MN 118	ānāpānassatisuttaṃ	‘<b>paṭinissagg’</b>ānupassī assasissāmī’ti sikkhati, ‘<b>paṭinissagg’</b>ānupassī passasissāmī’ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho cāgo <b>paṭinissaggo</b> mutti anālayo.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	22n	paṭinissagg	a masc	13	2	152	[sound:paṭinissagga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭinissagga&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
cāga 1	ps	2	masc		cajati					abandoning; giving up; renunciation			√caj 1 a (to give up, let go)		√caj > cag + *a	tyaj; tyāga	√tyaj				MN 140	dhātuvibhaṅgasuttaṃ	tasmā evaṃ samannāgato bhikkhu iminā paramena cāg'ādhiṭṭhānena samannāgato hoti. eso hi, bhikkhu, paramo ariyo <b>cāgo</b> yad'idaṃ, sabb'ūpadhipaṭinissaggo.										SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho <b>cāgo</b> paṭinissaggo mutti anālayo.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	17n	cāg	a masc	13	2	159	[sound:cāga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cāga 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gotama	psp	2	masc							family name of the Buddha; lit. of the Gotama clan					gotama + a	gotama					SN 1.71	chetvāsuttaṃ	kiṃsu chetvā sukhaṃ seti, kiṃsu chetvā na socati. kissa’ssu ekadhammassa, vadhaṃ rocesi <b>gotamā</b>”ti. 				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	ye suppayuttā manasā daḷhena,  nikkāmino <b>gotama</b>-sāsanamhi. <br/>te patti-pattā amataṃ vigayha,  laddhā mudhā nibbutiṃ bhuñjamānā.	Ratana-sutta		Protective Recitations	AN 10.29	paṭhamakosalasuttaṃ	evaṃvādiṃ kho maṃ, bhikkhave, evam'akkhāyiṃ eke samaṇabrāhmaṇā asatā tucchā musā abhūtena abbhācikkhanti, samaṇo <b>gotamo</b> na kāmānaṃ pariññaṃ paññāpeti				52n	gotam	a masc	13	2	2818	[sound:gotama.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gotama&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
samaṇa 1	psp	2	masc							ascetic; renunciant; holy man; monk; recluse; lit. who makes an effort; calm one			√sam 3 ya (to exert, strive)		√sam + aṇa	śramaṇa	√śram			taken as √sam 3 ya (to calm)	SN 22.79	khajjanīyasuttaṃ	ye hi keci <b>samaṇā</b> vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb’ete pañc’upādānakkhandhe anussaranti etesaṃ vā aññataraṃ.				SN 56.11	dhammacakkappavattanasuttaṃ	n’eva tāv’āhaṃ, bhikkhave, sadevake loke samārake sabrahmake sa-<b>ssamaṇa</b>-brāhmaṇiyā pajāya sadevamanussāya ‘anuttaraṃ sammāsambodhiṃ abhisambuddho’ti paccaññāsiṃ	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	AN 10.29	paṭhamakosalasuttaṃ	evaṃvādiṃ kho maṃ, bhikkhave, evam'akkhāyiṃ eke samaṇabrāhmaṇā asatā tucchā musā abhūtena abbhācikkhanti, <b>samaṇo</b> gotamo na kāmānaṃ pariññaṃ paññāpeti				17n	samaṇ	a masc	13	2	2218	[sound:samaṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=samaṇa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nirodha	ssp	2	masc		nirundhati					ending; termination; cessation; finishing			√rudh 2 ṃa (to obstruct)		ni + √rudh > rodh + *a	nirodha	√rudh			(MW) locking up	MN 118	ānāpānassatisuttaṃ	‘<b>nirodh’</b>ānupassī assasissāmī’ti sikkhati, ‘<b>nirodh’</b>ānupassī passasissāmī’ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	DN 22.18	mahāsatipaṭṭhānasuttaṃ	yaṃ kho bhikkhave dukkhe ñāṇaṃ, dukkha-samudaye ñāṇaṃ, dukkha-<b>nirodhe</b> ñāṇaṃ, dukkha-<b>nirodha</b>-gāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.   	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 22.57	sattaṭṭhānasuttaṃ	evaṃ rūpassa nissaraṇaṃ abhiññāya rūpassa nibbidāya virāgāya <b>nirodhāya</b> paṭipannā, te suppaṭipannā.				21n	nirodh	a masc	13	2	604	[sound:nirodha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nirodha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
virāga 1	ssp	2	masc		virajjati				+gen	fading of desire (for); dispassion (towards); detachment (from); indifference (to)			√raj 3 ya (to be attached, desire)		vi + √raj > rag + *a	virāga	√rañj				AN 8.53	saṃkhittasuttaṃ	ime dhammā <b>virāgāya</b> saṃvattanti, no sarāgāya; visaṃyogāya saṃvattanti, no saṃyogāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	khayaṃ <b>virāgaṃ</b> amataṃ paṇītaṃ,  <br/>yad'ajjhagā sakya-munī samāhito. <br/>na tena dhammena sam’atthi kiñci,	Ratana-sutta		Protective Recitations	SN 22.57	sattaṭṭhānasuttaṃ	evaṃ rūpassa nissaraṇaṃ abhiññāya rūpassa nibbidāya <b>virāgāya</b> nirodhāya paṭipannā, te suppaṭipannā.				52n	virāg	a masc	13	2	449	[sound:virāga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=virāga 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
māra	pss	2	masc	agent	mārati					death; Death personified; the Evil One; Māra			√mar 1 a (to die)		√mar + *a	māra	√mṛ			(BDN): 'fivefold Māra' (pañca-māra): 1. as a deity (devaputta-māra), 2. the defilements (kilesa-māra), 3. the aggregates (khandha-māra), 4. the karma-formations (kamma-māra), and 5. Māra as death (maccu-māra).	SN 5.10	vajirāsuttaṃ	kiṃ nu satto’ti paccesi, <b>māra</b> diṭṭhigataṃ nu te. <br/>suddha-saṅkhāra-puñjo’yaṃ, na'y'idha satt’upalabbhati.				Trad		brahma-<b>mārā</b> ca indā ca loka-pālā ca devatā, yamo, mittā manussā ca majjhattā verikā’pi ca, sabbe sattā sukhī hontu.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits	SN 56.11	dhammacakkappavattanasuttaṃ	etaṃ bhagavatā bārāṇasiyaṃ isipatane migadāye anuttaraṃ dhammacakkaṃ pavattitaṃ appaṭivattiyaṃ samaṇena vā brāhmaṇena vā devena vā <b>mārena</b> vā brahmunā vā kenaci vā lokasmin”ti.	Dhammacakkappavattana-sutta	The Discourse on  Setting in Motion The Wheel of Dhamma	Cardinal Suttas	68n	mār	a masc	13	2	502	[sound:māra.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=māra&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
brāhmaṇa 1	pss	2	masc		brahma					Brahman; priest; man of the Brahman caste			√brah 1 a (to increase)		√brah + *ma + na	brāhmaṇa	√bṛh √bṛṃh				MN 18	madhupiṇḍikasuttaṃ	yathā ca pana kāmehi visaṃyuttaṃ viharantaṃ taṃ <b>brāhmaṇaṃ</b> akathaṃkathiṃ chinna-kukkuccaṃ bhav’ābhave vītataṇhaṃ saññā n’ānusenti				SN 56.11	dhammacakkappavattanasuttaṃ	n’eva tāv’āhaṃ, bhikkhave, sadevake loke samārake sabrahmake sassamaṇa-<b>brāhmaṇiyā</b> pajāya sadevamanussāya ‘anuttaraṃ sammāsambodhiṃ abhisambuddho’ti paccaññāsiṃ	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	etaṃ bhagavatā bārāṇasiyaṃ isipatane migadāye anuttaraṃ dhammacakkaṃ pavattitaṃ appaṭivattiyaṃ samaṇena vā <b>brāhmaṇena</b> vā devena vā mārena vā brahmunā vā kenaci vā lokasmin”ti.	Dhammacakkappavattana-sutta	The Discourse on  Setting in Motion The Wheel of Dhamma	Cardinal Suttas	17n	brāhmaṇ	a masc	13	2	4151	[sound:brāhmaṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=brāhmaṇa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
gacchati 1	psp	2	pr					trans	+acc	goes; walks; moves; wanders around			√gam 1 a (to go)	√gam + a > gaccha	gaccha + ti	gacchati	√gam				MN 10.4	mahāsatipaṭṭhānasuttaṃ	“puna caparaṃ bhikkhu gacchanto vā ‘<b>gacchāmī</b>’ti pajānāti, ṭhito vā ‘ṭhito’mhī’ti pajānāti, nisinno vā ‘nisinno’mhī’ti pajānāti, 				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	etādisāni katvāna, sabbattha’m’aparājitā.<br/>sabbattha sotthiṃ <b>gacchanti</b>, taṃ tesaṃ maṅgalam’uttaman”ti. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	MN 4	bhayabheravasuttaṃ	es'āhaṃ bhavantaṃ gotamaṃ saraṇaṃ <b>gacchāmi</b> dhammañ'ca bhikkhusaṅghañ'ca.				51n	gacch	ati pr	13	3	2118	[sound:gacchati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gacchati 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
khandha 3	sss	2	masc							aggregate; combination; conglomeration			√khand 1 a (to jump up, pile up)		√khand + a	skandha	√skand				MN 51	kandarakasuttaṃ	so iminā ariyena sīla-<b>kkhandhena</b> samannāgato ajjhattaṃ anavajjasukhaṃ paṭisaṃvedeti	Anupubba-sikkhā	The Gradual Training	Teachings	MJG		catur’āsīti-sahassa-dhamma-<b>kkhandh</b>’ānubhāvena piṭakattay’ānubhavena jina-sāvak’ānubhāvena	Culla-maṅgala-cakka-vāḷa		Thanksgiving Recitations	SN 12.2	vibhaṅgasuttaṃ	cuti cavanatā bhedo antaradhānaṃ maccu maraṇaṃ kālakiriyā <b>khandhānaṃ</b> bhedo kaḷevarassa nikkhepo jīvit’indriyass'upacchedo, idaṃ vuccati maraṇaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	18n	khandh	a masc	13	2	132	[sound:khandha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khandha 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
brāhmaṇa 2	ps	2	masc		brahma					arahant; saint; holy man; sage			√brah 1 a (to increase)		√brah + *ma + na	brāhmaṇa	√bṛh √bṛṃh				MN 39	mahāassapurasuttaṃ	kathañ’ca bhikkhu <b>brāhmaṇo</b> hoti? bāhit’āssa honti pāpakā akusalā dhammā, saṃkilesikā, ponobbhavikā, sadarā, dukkhavipākā, āyatiṃ, jātijarāmaraṇiyā.										SN 2.8	tāyanasuttaṃ	chinda sotaṃ parakkamma, kāme panūda <b>brāhmaṇa</b>. <br/>nappahāya munī kāme, n’ekattam’upapajjati.	Tāyana-gāthā	On Protection	Verses	14n	brāhmaṇ	a masc	13	2	4151	[sound:brāhmaṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=brāhmaṇa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vūpasama 1	sp	2	masc		vūpasammati					calming (of); subsiding (of); settling (of); peace (of)			√sam 3 ya (to be calm)		vi + upa + √sam + a	vyupaśama	√śam										DN 16.37	mahāparinibbānasuttaṃ	aniccā vata saṅkhārā, uppāda-vaya-dhammino, uppajjitvā nirujjhanti, tesaṃ <b>vūpasamo</b> sukho	Anicc’ānussati	Recollection of Impermanence	Reflections	AN 4.173	mahākoṭṭhikasuttaṃ	channaṃ phass’āyatanānaṃ asesa-virāga-nirodhā papañca-nirodho papañca-<b>vūpasamo</b>”ti.				36n	vūpasam	a masc	13	2	206	[sound:vūpasama.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vūpasama 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nāmarūpa	sss	2	nt	comp						entire field of experience available to consciousness; mental and physical activities that are experienced by consciousness; lit. name and form					nāma + rūpa	nāmarūpa					SN 12.2	vibhaṅgasuttaṃ	avijjā-paccayā saṅkhārā; saṅkhāra-paccayā viññāṇaṃ; viññāṇa-paccayā <b>nāmarūpaṃ</b>; <b>nāmarūpa</b>-paccayā saḷ'āyatanaṃ; saḷ'āyatana-paccayā phasso; phassa-paccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	katamañ'ca, bhikkhave, <b>nāmarūpaṃ</b>? vedanā, saññā, cetanā, phasso, manasikāro — idaṃ vuccati nāmaṃ. cattāro ca mahābhūtā, catunnañ’ca mahābhūtānaṃ upādāya-rūpaṃ. idaṃ vuccati rūpaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 12.2	vibhaṅgasuttaṃ	avijjāya tv'eva asesa-virāga-nirodhā, saṅkhāra-nirodho, saṅkhāra-nirodhā, viññāṇa-nirodho, viññāṇa-nirodhā, <b>nāmarūpa</b>-nirodho, nāma-rūpa-nirodhā,	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	nāmarūp	a nt	13			[sound:nāmarūpa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nāmarūpa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
